planet_key,planet_name,planet_status,discovered,publication,detection_type,mass_detection_type,radius_detection_type,molecules,alternate_names,row_current,current_as_of,row_expired_date
4717,Kepler-123 c,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19475966+4246550 c, K00238.02, KIC 7219825 c, KOI-238 c, KOI-238.02, WISE J194759.65+424655.1  c",True,2022-05-01,
4718,Kepler-1230 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18530348+4142412 b, K02419.01, KIC 6343170 b, KOI-2419 b, KOI-2419.01, WISE J185303.48+414241.2 b",True,2022-05-01,
4719,Kepler-1231 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19142120+4236203 b, K02420.01, KIC 7107802 b, KOI-2420 b, KOI-2420.01, WISE J191421.19+423620.4 b",True,2022-05-01,
4720,Kepler-1232 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19461201+4906083 b, K02422.01, KIC 11360805 b, KOI-2422 b, KOI-2422.01",True,2022-05-01,
4721,Kepler-1233 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19493002+4639439 b, K02423.01, KIC 9845898 b, KOI-2423 b, KOI-2423.01, WISE J194930.01+463944.1 b",True,2022-05-01,
4722,Kepler-1234 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19100528+5122331 b, K02424.01, KIC 12453581 b, KOI-2424 b, KOI-2424.01, WISE J191005.26+512233.3 b",True,2022-05-01,
4723,Kepler-1235 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18593672+4357142 b, K02426.01, KIC 8081899 b, KOI-2426 b, KOI-2426.01, WISE J185936.71+435714.7 b",True,2022-05-01,
4724,Kepler-1236 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19422992+4232452 b, K02432.01, KIC 7047363 b, KOI-2432 b, KOI-2432.01, WISE J194229.93+423245.1 b",True,2022-05-01,
4725,Kepler-1237 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19423102+4441262 b, K02436.01, KIC 8570333 b, KOI-2436 b, KOI-2436.01, WISE J194231.02+444126.1 b",True,2022-05-01,
4726,Kepler-1238 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19513739+4009462 b, K02437.01, KIC 5036705 b, KOI-2437 b, KOI-2437.01, WISE J195137.39+400946.1 b",True,2022-05-01,
4727,Kepler-1239 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19323057+4219123 b, K02439.01, KIC 6867555 b, KOI-2439 b, KOI-2439.01",True,2022-05-01,
4728,Kepler-124 b,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19070067+4903536 b, K00241.03, KIC 11288051 b, KOI-241 b, KOI-241.03, WISE J190700.66+490353.5  b",True,2022-05-01,
4729,Kepler-124 c,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19070067+4903536 c, K00241.01, KIC 11288051 c, KOI-241 c, KOI-241.01, WISE J190700.66+490353.5  c",True,2022-05-01,
4730,Kepler-124 d,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19070067+4903536 d, K00241.02, KIC 11288051 d, KOI-241 d, KOI-241.02, WISE J190700.66+490353.5  d",True,2022-05-01,
4731,Kepler-1240 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18515993+4033268 b, K02440.01, KIC 5339567 b, KOI-2440 b, KOI-2440.01, WISE J185159.94+403326.7 b",True,2022-05-01,
4732,Kepler-1241 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19381829+3827251 b, K02444.01, KIC 3354846 b, KOI-2444 b, KOI-2444.01",True,2022-05-01,
4733,Kepler-1242 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18582549+4111469 b, K02448.01, KIC 5857540 b, KOI-2448 b, KOI-2448.01, WISE J185825.50+411147.1 b",True,2022-05-01,
4734,Kepler-1243 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19360227+4252507 b, K02450.01, KIC 7289317 b, KOI-2450 b, KOI-2450.01, WISE J193602.26+425250.7 b",True,2022-05-01,
4735,Kepler-1244 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18491229+4630583 b, K02457.01, KIC 9753154 b, KOI-2457 b, KOI-2457.01, WISE J184912.29+463058.2 b",True,2022-05-01,
4736,OGLE-2007-BLG-349L (AB) b,Confirmed,2016.0,Published in a refereed paper,Microlensing,Microlensing,,,None,True,2022-05-01,
4737,Kepler-1245 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19225863+4315387 b, K02458.01, KIC 7604328 b, KOI-2458 b, KOI-2458.01, WISE J192258.64+431538.7 b",True,2022-05-01,
4738,Kepler-1245 c,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19225863+4315387 c, K02458.02, KIC 7604328 c, KOI-2458 c, KOI-2458.02, WISE J192258.64+431538.7 c",True,2022-05-01,
4739,Kepler-1246 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19103777+4858557 b, K02460.01, KIC 11236244 b, KOI-2460 b, KOI-2460.01, WISE J191037.74+485855.8 b",True,2022-05-01,
4740,Kepler-1247 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19380805+4637057 b, K02461.01, KIC 9837685 b, KOI-2461 b, KOI-2461.01, WISE J193808.06+463705.7 b",True,2022-05-01,
4741,Kepler-1248 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19121423+5121160 b, K02463.01, KIC 12454461 b, KOI-2463 b, KOI-2463.01, WISE J191214.22+512115.9 b",True,2022-05-01,
4742,Kepler-1249 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19473476+4422184 b, K02468.01, KIC 8380709 b, KOI-2468 b, KOI-2468.01, WISE J194734.76+442218.2 b",True,2022-05-01,
4743,Kepler-125 b,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19530194+4736178 b, K00251.01, KIC 10489206 b, KOI-251 b, KOI-251.01, WISE J195301.95+473617.7  b",True,2022-05-01,
4744,Kepler-125 c,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19530194+4736178 c, K00251.02, KIC 10489206 c, KOI-251 c, KOI-251.02, WISE J195301.95+473617.7  c",True,2022-05-01,
4745,Kepler-1250 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19111052+4558488 b, K02472.01, KIC 9395719 b, KOI-2472 b, KOI-2472.01",True,2022-05-01,
4746,Kepler-1251 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19282763+4915231 b, K02482.01, KIC 11403389 b, KOI-2482 b, KOI-2482.01, WISE J192827.62+491523.1 b",True,2022-05-01,
4747,Kepler-1252 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19554807+4641340 b, K02483.01, KIC 9851662 b, KOI-2483 b, KOI-2483.01, WISE J195548.08+464134.1 b",True,2022-05-01,
4748,Kepler-1253 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18553242+4738139 b, K02484.01, KIC 10453588 b, KOI-2484 b, KOI-2484.01, WISE J185532.44+473813.8 b",True,2022-05-01,
4749,Kepler-1254 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19004159+4846121 b, K02485.01, KIC 11125613 b, KOI-2485 b, KOI-2485.01, WISE J190041.59+484612.0 b",True,2022-05-01,
4750,Kepler-1254 c,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19004159+4846121 c, K02485.02, KIC 11125613 c, KOI-2485 c, KOI-2485.02, WISE J190041.59+484612.0 c",True,2022-05-01,
4751,Kepler-1254 d,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19004159+4846121 d, K02485.03, KIC 11125613 d, KOI-2485 d, KOI-2485.03, WISE J190041.59+484612.0 d",True,2022-05-01,
4752,Kepler-1255 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19405742+4243353 b, K02487.01, KIC 7212184 b, KOI-2487 b, KOI-2487.01, WISE J194057.42+424335.3 b",True,2022-05-01,
4753,Kepler-1256 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19255383+4441006 b, K02488.01, KIC 8559152 b, KOI-2488 b, KOI-2488.01, WISE J192553.82+444100.3 b",True,2022-05-01,
4754,Kepler-1257 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19441816+4537374 b, K02491.01, KIC 9229657 b, KOI-2491 b, KOI-2491.01, WISE J194418.15+453737.2 b",True,2022-05-01,
4755,Kepler-1258 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19013718+4959410 b, K02492.01, KIC 11752632 b, KOI-2492 b, KOI-2492.01, WISE J190137.18+495941.2 b",True,2022-05-01,
4756,Kepler-1259 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19512195+4658036 b, K02493.01, KIC 10028535 b, KOI-2493 b, KOI-2493.01, WISE J195121.90+465803.7 b",True,2022-05-01,
4757,Kepler-126 b,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19172334+4412307 b, K00260.01, KIC 8292840 b, KOI-260 b, KOI-260.01, WISE J191723.36+441230.5  b",True,2022-05-01,
4758,Kepler-126 c,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19172334+4412307 c, K00260.03, KIC 8292840 c, KOI-260 c, KOI-260.03, WISE J191723.36+441230.5  c",True,2022-05-01,
4759,Kepler-126 d,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19172334+4412307 d, K00260.02, KIC 8292840 d, KOI-260 d, KOI-260.02, WISE J191723.36+441230.5  d",True,2022-05-01,
4760,Kepler-1260 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19422190+4233188 b, K02494.01, KIC 7047207 b, KOI-2494 b, KOI-2494.01",True,2022-05-01,
4761,Kepler-1261 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19005578+4848241 b, K02497.01, KIC 11179076 b, KOI-2497 b, KOI-2497.01, WISE J190055.77+484823.9 b",True,2022-05-01,
4762,Kepler-1262 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19150523+4212475 b, K02506.01, KIC 6767840 b, KOI-2506 b, KOI-2506.01, WISE J191505.23+421247.5 b",True,2022-05-01,
4763,Kepler-1263 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19055607+4645094 b, K02509.01, KIC 9880190 b, KOI-2509 b, KOI-2509.01",True,2022-05-01,
4764,Kepler-1264 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19193225+4512414 b, K02517.01, KIC 8947520 b, KOI-2517 b, KOI-2517.01, WISE J191932.25+451241.5 b",True,2022-05-01,
4765,OGLE-2007-BLG-368L b,Confirmed,2008.0,Published in a refereed paper,Microlensing,,,,None,True,2022-05-01,
6966,OGLE-2013-BLG-0578L b,Confirmed,2013.0,Published in a refereed paper,Microlensing,Microlensing,,,OGLE-2013-BLG-0578 b,True,2022-05-01,
4766,Kepler-1265 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18582058+4704463 b, K02520.01, KIC 10059645 b, KOI-2520 b, KOI-2520.01, WISE J185820.58+470446.4 b",True,2022-05-01,
4767,Kepler-1266 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19032862+4243411 b, K02521.01, KIC 7183745 b, KOI-2521 b, KOI-2521.01",True,2022-05-01,
4768,Kepler-1267 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19564068+4326279 b, K02523.01, KIC 7778767 b, KOI-2523 b, KOI-2523.01",True,2022-05-01,
4769,Kepler-1268 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19112123+4309116 b, K02524.01, KIC 7515762 b, KOI-2524 b, KOI-2524.01, WISE J191121.22+430911.5 b",True,2022-05-01,
4770,Kepler-1269 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19111333+4520259 b, K02530.01, KIC 9011825 b, KOI-2530 b, KOI-2530.01, WISE J191113.33+452025.9 b",True,2022-05-01,
4771,Kepler-127 b,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19004559+4601406 b, K00271.03, KIC 9451706 b, KOI-271 b, KOI-271.03, WISE J190045.58+460140.9  b",True,2022-05-01,
4772,Kepler-127 c,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19004559+4601406 c, K00271.02, KIC 9451706 c, KOI-271 c, KOI-271.02, WISE J190045.58+460140.9  c",True,2022-05-01,
4773,Kepler-127 d,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19004559+4601406 d, K00271.01, KIC 9451706 d, KOI-271 d, KOI-271.01, WISE J190045.58+460140.9  d",True,2022-05-01,
4774,Kepler-1270 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19065175+4838430 b, K02533.01, KIC 11074835 b, KOI-2533 b, KOI-2533.01, WISE J190651.75+483842.9 b",True,2022-05-01,
4775,Kepler-1271 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19052262+3724431 b, K02534.01, KIC 1996180 b, KOI-2534 b, KOI-2534.01, WISE J190522.63+372442.8 b",True,2022-05-01,
4776,Kepler-1272 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19005276+3848211 b, K02536.01, KIC 3728701 b, KOI-2536 b, KOI-2536.01, WISE J190052.74+384821.0 b",True,2022-05-01,
4777,Kepler-1273 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19031277+4452243 b, K02544.01, KIC 8676148 b, KOI-2544 b, KOI-2544.01",True,2022-05-01,
4778,Kepler-1274 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18582249+4626591 b, K02545.01, KIC 9696358 b, KOI-2545 b, KOI-2545.01, WISE J185822.48+462659.1 b",True,2022-05-01,
4779,Kepler-1275 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19340011+4455568 b, K02552.01, KIC 8757824 b, KOI-2552 b, KOI-2552.01, WISE J193400.11+445556.8 b",True,2022-05-01,
4780,OGLE-2008-BLG-092L A b,Confirmed,2014.0,Published in a refereed paper,Microlensing,,,,OGLE-2008-BLG-092L b,True,2022-05-01,
4781,Kepler-1276 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19112568+4032498 b, K02555.01, KIC 5350244 b, KOI-2555 b, KOI-2555.01, WISE J191125.68+403249.8 b",True,2022-05-01,
4782,Kepler-1277 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19402457+4034206 b, K02556.01, KIC 5374403 b, KOI-2556 b, KOI-2556.01, WISE J194024.59+403420.5 b",True,2022-05-01,
4783,Kepler-1278 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18514966+4249322 b, K02561.01, KIC 7259298 b, KOI-2561 b, KOI-2561.01, WISE J185149.66+424932.1 b",True,2022-05-01,
4784,Kepler-1279 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19122295+4021574 b, K02563.01, KIC 5175024 b, KOI-2563 b, KOI-2563.01, WISE J191222.94+402157.3 b",True,2022-05-01,
4785,Kepler-128 b,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J18495813+4358487 b, K00274.01, KIC 8077137 b, KOI-274 b, KOI-274.01, WISE J184958.14+435848.8  b",True,2022-05-01,
4786,Kepler-128 c,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J18495813+4358487 c, K00274.02, KIC 8077137 c, KOI-274 c, KOI-274.02, WISE J184958.14+435848.8  c",True,2022-05-01,
4787,Kepler-1280 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19341774+4523043 b, K02564.01, KIC 9026749 b, KOI-2564 b, KOI-2564.01, WISE J193417.73+452304.2 b",True,2022-05-01,
4788,Kepler-1281 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19412506+4830554 b, K02580.01, KIC 11037511 b, KOI-2580 b, KOI-2580.01, WISE J194125.05+483055.2 b",True,2022-05-01,
4789,Kepler-1282 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19204228+4641540 b, K02586.01, KIC 9827149 b, KOI-2586 b, KOI-2586.01, WISE J192042.29+464153.8 b",True,2022-05-01,
4790,Kepler-1283 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19415096+4046371 b, K02587.01, KIC 5546691 b, KOI-2587 b, KOI-2587.01, WISE J194150.96+404636.8 b",True,2022-05-01,
4791,Kepler-1284 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19250696+4741155 b, K02589.01, KIC 10468885 b, KOI-2589 b, KOI-2589.01",True,2022-05-01,
4792,Kepler-1285 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18472048+4409213 b, K02593.01, KIC 8212002 b, KOI-2593 b, KOI-2593.01, WISE J184720.48+440921.2 b",True,2022-05-01,
4793,Kepler-1286 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18410201+4350087 b, K02594.01, KIC 8004903 b, KOI-2594 b, KOI-2594.01, WISE J184102.00+435008.7 b",True,2022-05-01,
4794,Kepler-1287 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19163231+4703467 b, K02602.01, KIC 10068659 b, KOI-2602 b, KOI-2602.01, WISE J191632.31+470346.8 b",True,2022-05-01,
4795,OGLE-2008-BLG-355L b,Confirmed,2014.0,Published in a refereed paper,Microlensing,Microlensing,,,None,True,2022-05-01,
4796,Kepler-1288 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19025123+4136211 b, K02608.01, KIC 6269070 b, KOI-2608 b, KOI-2608.01, WISE J190251.23+413621.1 b",True,2022-05-01,
4797,Kepler-1289 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19453331+4102260 b, K02614.01, KIC 5807769 b, KOI-2614 b, KOI-2614.01, WISE J194533.30+410225.9 b",True,2022-05-01,
4798,Kepler-129 b,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19011470+4750549 b, K00275.01, KIC 10586004 b, KOI-275 b, KOI-275.01, WISE J190114.69+475054.6  b",True,2022-05-01,
4799,Kepler-129 c,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19011470+4750549 c, K00275.02, KIC 10586004 c, KOI-275 c, KOI-275.02, WISE J190114.69+475054.6  c",True,2022-05-01,
4800,Kepler-1290 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19224445+4351346 b, K02615.01, KIC 8025596 b, KOI-2615 b, KOI-2615.01, WISE J192244.46+435134.7 b",True,2022-05-01,
4801,Kepler-1291 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19173048+4000041 b, K02617.01, KIC 4915638 b, KOI-2617 b, KOI-2617.01, WISE J191730.51+400003.6 b",True,2022-05-01,
6967,OGLE-2013-BLG-0723L B b,Controversial,2015.0,Published in a refereed paper,Default,Microlensing,,,None,True,2022-05-01,
4802,Kepler-1292 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18593737+4356569 b, K02619.01, KIC 8081905 b, KOI-2619 b, KOI-2619.01, WISE J185937.37+435657.1 b",True,2022-05-01,
4803,Kepler-1293 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19200622+4820094 b, K02623.01, KIC 10916600 b, KOI-2623 b, KOI-2623.01, WISE J192006.21+482009.3 b",True,2022-05-01,
4804,Kepler-1294 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19250434+4429174 b, K02624.01, KIC 8429314 b, KOI-2624 b, KOI-2624.01",True,2022-05-01,
4805,Kepler-1295 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19253548+4535188 b, K02625.01, KIC 9153570 b, KOI-2625 b, KOI-2625.01, WISE J192535.48+453518.8 b",True,2022-05-01,
4806,Kepler-1296 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19283004+4124281 b, K02627.01, KIC 6124512 b, KOI-2627 b, KOI-2627.01, WISE J192830.02+412428.1 b",True,2022-05-01,
4807,Kepler-1297 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19194956+4701134 b, K02628.01, KIC 10070468 b, KOI-2628 b, KOI-2628.01, WISE J191949.55+470113.2 b",True,2022-05-01,
4808,Kepler-1298 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18574145+4906224 b, K02632.01, KIC 11337566 b, KOI-2632 b, KOI-2632.01, WISE J185741.45+490622.3 b",True,2022-05-01,
4809,Kepler-1299 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19043603+3724409 b, K02634.01, KIC 1995519 b, KOI-2634 b, KOI-2634.01",True,2022-05-01,
4810,Kepler-130 b,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19134816+4014431 b, K00282.02, KIC 5088536 b, KOI-282 b, KOI-282.02, Kepler-130 A b, WISE J191348.14+401442.7  b",True,2022-05-01,
4811,Kepler-130 c,Confirmed,2014.0,Published in a refereed paper,Primary Transit,,,,"2MASS J19134816+4014431 c, K00282.01, KIC 5088536 c, KOI-282 c, KOI-282.01, Kepler-130 A c, WISE J191348.14+401442.7  c",True,2022-05-01,
4812,Kepler-130 d,Confirmed,2014.0,Announced on a website,Primary Transit,,,,"2MASS J19134816+4014431 d, K00282.03, KIC 5088536 d, KOI-282 d, KOI-282.03, Kepler-130 A d, WISE J191348.14+401442.7  d",True,2022-05-01,
4813,Kepler-1300 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19160792+4005127 b, K02635.01, KIC 4914566 b, KOI-2635 b, KOI-2635.01, WISE J191607.92+400512.8 b",True,2022-05-01,
4814,Kepler-1301 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19062500+4226251 b, K02643.01, KIC 6933567 b, KOI-2643 b, KOI-2643.01, WISE J190625.00+422625.1 b",True,2022-05-01,
4815,Kepler-1302 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19235741+5018290 b, K02647.01, KIC 11962284 b, KOI-2647 b, KOI-2647.01, WISE J192357.41+501829.0 b",True,2022-05-01,
4816,Kepler-1303 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18570891+4221202 b, K02649.01, KIC 6842682 b, KOI-2649 b, KOI-2649.01, WISE J185708.91+422120.1 b",True,2022-05-01,
4817,Kepler-1304 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19010634+3926488 b, K02652.01, KIC 4346178 b, KOI-2652 b, KOI-2652.01, WISE J190106.32+392648.6 b",True,2022-05-01,
4818,Kepler-1305 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19492146+4620501 b, K02654.01, KIC 9664142 b, KOI-2654 b, KOI-2654.01, WISE J194921.45+462050.2 b",True,2022-05-01,
4819,Kepler-1306 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19375480+4656451 b, K02655.01, KIC 10018233 b, KOI-2655 b, KOI-2655.01, WISE J193754.80+465645.1 b",True,2022-05-01,
4820,Kepler-1307 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19312876+4644306 b, K02660.01, KIC 9893318 b, KOI-2660 b, KOI-2660.01",True,2022-05-01,
4821,Kepler-1308 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19034293+3831155 b, K02662.01, KIC 3426367 b, KOI-2662 b, KOI-2662.01, WISE J190342.91+383114.8 b",True,2022-05-01,
4822,Kepler-1309 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19545645+4045509 b, K02664.01, KIC 5562090 b, KOI-2664 b, KOI-2664.01, WISE J195456.44+404551.1 b",True,2022-05-01,
4823,Kepler-1625 b I,Controversial,2017.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,None,True,2022-05-01,
4824,Kepler-131 b,Confirmed,2014.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"2MASS J19140739+4056322 b, K00283.01, KIC 5695396 b, KOI-283 b, KOI-283.01, WISE J191407.40+405632.4  b",True,2022-05-01,
4825,Kepler-131 c,Confirmed,2014.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"2MASS J19140739+4056322 c, K00283.02, KIC 5695396 c, KOI-283 c, KOI-283.02, WISE J191407.40+405632.4  c",True,2022-05-01,
4826,Kepler-1310 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18554080+4044244 b, K02668.01, KIC 5513012 b, KOI-2668 b, KOI-2668.01, WISE J185540.80+404424.2 b",True,2022-05-01,
4827,Kepler-1311 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19183630+4349279 b, K02674.02, KIC 8022489 b, KOI-2674 b, KOI-2674.02, WISE J191836.30+434927.9 b",True,2022-05-01,
4828,Kepler-1311 c,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19183630+4349279 c, K02674.03, KIC 8022489 c, KOI-2674 c, KOI-2674.03, WISE J191836.30+434927.9 c",True,2022-05-01,
4829,Kepler-1312 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19315309+4102087 b, K02675.01, KIC 5794570 b, KOI-2675 b, KOI-2675.01, WISE J193153.09+410208.8 b",True,2022-05-01,
4830,Kepler-1313 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19293325+4213597 b, K02678.01, KIC 6779260 b, KOI-2678 b, KOI-2678.01, WISE J192933.25+421359.7 b",True,2022-05-01,
4831,Kepler-1314 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19365710+4511503 b, K02688.01, KIC 8892303 b, KOI-2688 b, KOI-2688.01",True,2022-05-01,
4832,Kepler-1315 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19431714+4603109 b, K02694.01, KIC 9475552 b, KOI-2694 b, KOI-2694.01, WISE J194317.17+460310.6 b",True,2022-05-01,
4833,Kepler-1316 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19552061+4017353 b, K02698.01, KIC 5128673 b, KOI-2698 b, KOI-2698.01, WISE J195520.59+401735.0 b",True,2022-05-01,
4834,Kepler-1317 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19262685+4206574 b, K02699.01, KIC 6690836 b, KOI-2699 b, KOI-2699.01, WISE J192626.83+420657.5 b",True,2022-05-01,
4835,Kepler-1318 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19213031+4109026 b, K02703.01, KIC 5871985 b, KOI-2703 b, KOI-2703.01",True,2022-05-01,
4836,Kepler-1319 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"KIC 11453592 b, KOI-2705 A b, 2MASS J19234945+4921587 b, K02705.01, KOI-2705 b, KOI-2705.01, Kepler-1319 A b, WISE J192349.49+492159.9 b",True,2022-05-01,
4837,Kepler-1647 (AB) b,Confirmed,2015.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
