planet_key,planet_name,planet_status,discovered,publication,detection_type,mass_detection_type,radius_detection_type,molecules,alternate_names,row_current,current_as_of,row_expired_date
1139,HD 25723 b,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1140,HD 25723 c,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1141,HD 260655 b,Confirmed,2022.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"TOI-4599 b, GJ 239 b",True,2022-05-01,
1142,HD 260655 c,Confirmed,2022.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"TOI-4599 c, GJ 239 c",True,2022-05-01,
1143,HD 26161 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1144,HD 2638 b,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,HIP 2350 b,True,2022-05-01,
1145,HD 2685 b,Confirmed,2018.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
1146,HD 26965 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,40 Eri b,True,2022-05-01,
1147,HD 27442 b,Confirmed,2000.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1148,HD 27631 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1149,HD 27894 b,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1150,HD 27894 c,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1151,HD 27894 d,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1152,HD 27969 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1153,HD 28185 b,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1154,HD 28254 A b,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,HD 28254 b,True,2022-05-01,
1155,HD 283668 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1156,HD 283869 b,Confirmed,2018.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
1157,HD 284149 b,Confirmed,2014.0,Published in a refereed paper,Imaging,,,,None,True,2022-05-01,
1158,HD 285507 b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
1159,HD 28678 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1160,HD 29021 b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1161,HD 290327 b,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1162,HD 29399 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1163,HD 2952 b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1164,HD 30177 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1165,HD 30177 c,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1166,HD 30177 d,Candidate,2019.0,Announced on a website,Primary Transit,,Primary Transit,,TIC 220408612.01,True,2022-05-01,
1167,HD 30562 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1168,HD 30669 b,Confirmed,2014.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1169,HD 30856 A b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,HD 30856 b,True,2022-05-01,
1170,HD 31253 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1171,HD 31527 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1172,HD 31527 c,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1173,HD 31527 d,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1174,HD 3167 b,Confirmed,2016.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"EPIC 220383386 b, HIP 2736 b, 2MASS J00345752+0422531 b, BD+03 68 b, EPIC 220383386.01, K2-96 b, SAO 109291 b, TYC 0013-00894-1 b, WISE J003457.60+042251.4 b",True,2022-05-01,
1175,HD 3167 c,Confirmed,2016.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"EPIC 220383386 c, HIP 2736 c, 2MASS J00345752+0422531 c, BD+03 68 c, EPIC 220383386.02, K2-96 c, SAO 109291 c, TYC 0013-00894-1 c, WISE J003457.60+042251.4 c",True,2022-05-01,
1176,HD 3167 d,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1177,HD 32518 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1178,HD 32963 b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1179,HD 330075 b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1180,HD 331093 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1183,HD 332231 b,Confirmed,2020.0,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,,TOI-1456 b,True,2022-05-01,
1184,HD 33283 b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1185,HD 33473 A b,Candidate,2010.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1186,HD 33564 b,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1187,HD 33632 A b,Confirmed,2020.0,Published in a refereed paper,Imaging,Astrometry,,,None,True,2022-05-01,
1188,HD 33844 b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1189,HD 33844 c,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1190,HD 34445 b,Confirmed,2004.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1191,HD 34445 c,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1192,HD 34445 d,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1193,HD 34445 e,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1194,HD 34445 f,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1195,HD 34445 g,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1196,HD 35759 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1197,HD 360 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1198,HD 3651 b,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,,,,"54 Psc b, 54 Piscium A b",True,2022-05-01,
1199,HD 3651 c,Retracted,2013.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1200,HD 3651B,Confirmed,2006.0,Published in a refereed paper,Imaging,Theoretical,,,"0039+2115, 54 PscB, GL 27B",True,2022-05-01,
1201,HD 37124 b,Confirmed,1999.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1202,HD 37124 c,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1203,HD 37124 d,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1204,HD 37605 b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1205,HD 37605 c,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1206,HD 38283 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1207,HD 38529 b,Confirmed,2000.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1208,HD 38529 c,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1210,HD 38677 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,DMPP-1 b,True,2022-05-01,
1211,HD 38677 c,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,DMPP-1 c,True,2022-05-01,
1212,HD 38677 d,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Spectrum,,,DMPP-1 d,True,2022-05-01,
1213,HD 38677 e,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,DMPP-1 e,True,2022-05-01,
1214,HD 38677 f,Candidate,2020.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,DMPP-1 f,True,2022-05-01,
1215,HD 38801 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1216,HD 38858 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1217,HD 39194 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1218,HD 39194 c,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1219,HD 39194 d,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1220,HD 39392 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1221,HD 39855 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1222,HD 40307 b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1223,HD 40307 c,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1224,HD 40307 d,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1225,HD 40307 e,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1226,HD 40307 f,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1227,HD 40307 g,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1228,HD 40956 b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1229,HD 40979 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1230,HD 41004 A b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1231,HD 41004 B b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1232,HD 4113 A b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,HD 4113 b,True,2022-05-01,
1233,HD 41248 b,Controversial,2013.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1234,HD 41248 c,Controversial,2013.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1235,HD 42012 b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1236,HD 4203 b,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1237,HD 4203 c,Confirmed,2014.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1238,HD 4208 b,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1239,HD 42618 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1240,HD 42936 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,DMPP-3A b,True,2022-05-01,
1241,HD 4308 b,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1242,HD 4313 b,Confirmed,2010.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1243,HD 43197 b,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1244,HD 43691 A b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,HD 43691 b,True,2022-05-01,
1245,W74 b,Candidate,2020.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
1246,HD 43848 b,Candidate,2008.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1247,HD 44219 b,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1248,HD 44385 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1249,HD 45184 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1250,HD 45184 c,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,,,,"2MASS J06244387-2846483 c, CD-28 2981 c, CPD-28 1279 c, GJ 3394 c, HIP 30503 c, HR 2318 c, IRAS 06227-2845 c, SAO 171711 c, TYC 6518-02342-1 c, WISE J062443.79-284649.6 c",True,2022-05-01,
1251,HD 45350 b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1252,HD 45364 b,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1253,HD 45364 c,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1254,HD 45652 b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1255,HD 46375 A b,Confirmed,2000.0,Published in a refereed paper,Radial Velocity,,Theoretical,,HD 46375 b,True,2022-05-01,
1256,HD 47186 b,Confirmed,2008.0,Announced on a professional conference,Radial Velocity,,,,None,True,2022-05-01,
1257,HD 47186 c,Confirmed,2008.0,Announced on a professional conference,Radial Velocity,,,,None,True,2022-05-01,
1258,HD 4732 A b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,,,,"HR 228 b, HD 4732 b, HR 228 A b",True,2022-05-01,
1259,HD 4732 A c,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,,,,"HR 228 c, HD 4732 c, HR 228 A c",True,2022-05-01,
1260,HD 47366 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1261,HD 47366 c,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1262,HD 4747 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1263,HD 47536 b,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1264,HD 47536 c,Controversial,2007.0,Announced on a professional conference,Default,,,,None,True,2022-05-01,
1265,HD 4760 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1266,HD 48265 b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1267,HD 4917 b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1268,HD 4917 c,Candidate,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1269,HD 4917 d,Candidate,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1270,HD 49674 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1271,HD 50499 b,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1272,HD 50499 c,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1273,HD 50554 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1274,HD 51608 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,Spectrum,,,GJ 253 b,True,2022-05-01,
1275,HD 51608 c,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,Spectrum,,,GJ 253 c,True,2022-05-01,
1276,HD 52030 b,Candidate,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"2MASS J07055168+7043551, TYC 4363-1031-1 ",True,2022-05-01,
1277,HD 52265 b,Confirmed,2000.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1278,HD 52265 c,Retracted,2013.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1279,HD 5278 b,Confirmed,2021.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-130,True,2022-05-01,
1280,HD 5278 c,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,TOI-130 c,True,2022-05-01,
1281,HD 5319 b,Confirmed,2007.0,Announced on a professional conference,Radial Velocity,,,,None,True,2022-05-01,
1282,HD 5319 c,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1283,HIP 79098 (AB) b,Confirmed,2019.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
1284,HD 5388 b,Confirmed,2009.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1285,HD 5433 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1286,HD 55696 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1287,HD 5583 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1288,HD 5608 b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1289,HD 564 b,Confirmed,2014.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1290,HD 5891 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1291,HD 59686 A b,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"HR 2877 b, HIP 36616 b",True,2022-05-01,
1292,HD 60292 b,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1293,HD 6037 b,Candidate,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
1294,HD 60532 b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1295,HD 60532 c,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1296,HD 62509 b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,,,,"Pollux b, beta Gem b",True,2022-05-01,
