star_key,star_name,star_detected_disc,star_age,star_metallicity,star_sp_type,star_teff,star_magnetic_field,star_alternate_names,row_current,current_as_of,row_expired_date
1253,EPIC 201170410,,,,,,,None,True,2022-05-01,
1254,NGTS-6,,9.6,0.11,,4410.0,,None,True,2022-05-01,
1255,2MASS J19203463+4402598,,,0.07,,5733.0,,8160953,True,2022-05-01,
1256,2MASS J19404966+4505534,,,0.21,,5825.0,,8827930,True,2022-05-01,
1257,K2-263,,7.0,-0.08,G9 V,5368.0,,"2-MASS J08384378+1540503, EPIC211682544, 2MASS J08384378+1540503, EPIC 211682544, WISE J083843.73+154050.2",True,2022-05-01,
1258,2MASS J19471477+4130564,,,-0.18,,6065.0,,6223324,True,2022-05-01,
1259,WISE 2150A,,,,L1,2118.0,,2MASS J21501592-7520367,True,2022-05-01,
1260,2MASS J19530641+3954138,,,-0.16,,6315.0,,4862924,True,2022-05-01,
1261,Kepler-750,,3.09,0.03,,6160.0,,"2MASS J19162324+4400157, KIC 8158127, KOI-1015, WISE J191623.24+440015.6",True,2022-05-01,
1262,2MASS J19025471+3830254,,,-0.04,,6343.0,,3425851,True,2022-05-01,
1263,2MASS J19003547+4123200,,,0.07,,6167.0,,6025124,True,2022-05-01,
1264,Kepler-165,,,-0.28,,5211.0,,"2MASS J18424584+4748350, KIC 10577994, KOI-475, WISE J184245.82+474834.9",True,2022-05-01,
1265,2MASS J19492466+4057292,,,-0.48,,5750.0,,5726910,True,2022-05-01,
1266,2MASS J19261367+3913382,,,-0.1,,5977.0,,4157325,True,2022-05-01,
1267,2MASS J19571187+4014062,,,-0.2,,4137.0,,5131180,True,2022-05-01,
1268,WASP-161,,2.4,0.16,F6,6406.0,,2MASS08252108-1130035,True,2022-05-01,
1269,HD 9446,,,0.09,G5V,5793.0,,None,True,2022-05-01,
1270,Kepler-185,,,-0.051,,5208.0,,"2MASS J18495234+4353236, KIC 8008206, KOI-569, WISE J184952.35+435323.8",True,2022-05-01,
1271,2MASS J20044060+4438454,,,-0.46,,6231.0,,8590780,True,2022-05-01,
1272,HD 11231,,2.0,,F5V,6500.0,,None,True,2022-05-01,
1273,MOA-2010-BLG-117,,,,,,,None,True,2022-05-01,
1274,Kepler-221,,,-0.413,,5243.0,,"2MASS J19463714+4650069, KIC 9963524, KOI-720, WISE J194637.14+465006.8",True,2022-05-01,
1275,KMT-2018-BLG-1292L,,,,,,,None,True,2022-05-01,
1276,Kepler-1363,,4.17,-0.09,,4839.0,,"2MASS J19475917+4915231, KIC 11414465, KOI-2836, WISE J194759.17+491522.8",True,2022-05-01,
1277,2MASS J19274905+4149371,,,-0.16,,4486.0,,6443274,True,2022-05-01,
1278,2MASS J19404013+3838134,,,-0.36,,5853.0,,3559860,True,2022-05-01,
1279,Kepler-1424,,5.25,0.01,,5838.0,,"2MASS J19235800+4013455, KIC 5096590, KOI-3093, WISE J192357.99+401345.6",True,2022-05-01,
1280,2MASS J19104588+4732488,,,0.1,,4030.0,,10395543,True,2022-05-01,
1281,2MASS J19201053+4422141,,,-0.14,,5516.0,,8360640,True,2022-05-01,
1282,KOI-1421,,,0.08,,5923.0,,None,True,2022-05-01,
1283,2MASS J19540329+4038226,,,0.07,,5713.0,,5475431,True,2022-05-01,
1284,TOI-2445,,,,M,3330.0,,None,True,2022-05-01,
1285,HIP 21934,,3.9,0.025,K3,4674.0,,None,True,2022-05-01,
1241,GQ Lup,Imaging,0.001,,K7eV,,,None,False,2022-05-01,2022-07-07
1287,Kepler-643,,12.02,0.13,,4908.0,,"2MASS J19211855+4253538, KIC 7277317, KOI-674, WISE J192118.54+425353.7",True,2022-05-01,
1288,2MASS J19522975+4224114,,,0.22,,4530.0,,6973796,True,2022-05-01,
1289,HATS-30,,2.3,0.06,,5943.0,,"2MASS 00222848-5956331, GSC 8471-00231",True,2022-05-01,
1290,Kepler-550,,4.68,-0.02,,5322.0,,"2MASS J19504805+4751495, KIC 10616679, KOI-429, WISE J195048.05+475149.3",True,2022-05-01,
1291,Kepler-1597,,2.4,0.02,,6377.0,,"2MASS J19123935+4228518, KIC 6937529, KOI-4382, WISE J191239.34+422851.7",True,2022-05-01,
1292,HD 190360,,12.11,0.24,G6 IV,5588.0,,None,True,2022-05-01,
1293,Kepler-1342,,4.37,0.03,,5527.0,,"2MASS J19480481+4325571, KIC 7769819, KOI-2778",True,2022-05-01,
1294,Kepler-1134,,4.9,-0.1,,5281.0,,"2MASS J19421631+4228418, KIC 6962109, KOI-2182",True,2022-05-01,
1295,2MASS J19112585+4846268,,,-0.28,,4080.0,,11129738,True,2022-05-01,
1296,HD 216435,IR Excess,5.27,0.244,G0 V,5767.0,,None,True,2022-05-01,
1297,44 Uma,,1.05,-0.21,K3 III,4215.0,,None,True,2022-05-01,
1298,2MASS J19300606+4111500,,,,,,,5878506,True,2022-05-01,
1299,Kepler-407,,7.47,0.33,,5476.0,,"2MASS J19040872+4936522, KOI-1442, KIC 11600889, WISE J190408.71+493652.2",True,2022-05-01,
1300,2MASS J19151092+4712131,,,-1.34,,4822.0,,10200627,True,2022-05-01,
1302,WASP-47,,,0.38,G9V,5552.0,,"1SWASP J220448.72-120107.8, 2MASS J22044873-1201079, EPIC 206103150, K2-23, WISE J220448.74-120108.4",True,2022-05-01,
1303,HD 142022 A,,13.3,0.19,K0 V,5382.0,,None,True,2022-05-01,
1304,Kepler-1356,,4.9,-0.02,,5106.0,,"2MASS J19235888+4314381, KIC 7605093, KOI-2817",True,2022-05-01,
1305,2MASS J19255870+4431246,,,-0.22,,5914.0,,8494410,True,2022-05-01,
1306,TOI-451,,0.125,,,5550.0,,Psc Eri,True,2022-05-01,
1307,2MASS J19305765+4122442,,,-0.2,,6046.0,,6045404,True,2022-05-01,
1308,2MASS J19190708+4112518,,,-0.16,,5984.0,,5954001,True,2022-05-01,
1309,HD 12484,,,0.05,F8,5920.0,,None,True,2022-05-01,
1310,2MASS J18521647+4848075,,,-0.26,,6495.0,,11176166,True,2022-05-01,
1311,HD 23472,,,,K3.5V,,,TOI-174,True,2022-05-01,
1312,Kepler-1668,,,0.07,,5328.33,,"9480310, 2MASS J19492455+4605453, KIC 9480310, KOI-1470",True,2022-05-01,
1313,Kepler-1046,,3.63,0.0,,5913.0,,"2MASS J19470138+4659538, KIC 10024701, KOI-2002, WISE J194701.39+465953.8",True,2022-05-01,
1314,2MASS J19303421+4543564,,,-0.24,,5141.0,,9282853,True,2022-05-01,
1315,2MASS J19264062+4235265,,,,,,,7033233,True,2022-05-01,
1316,2MASS J19314128+3840130,,,-0.52,,5089.0,,3550434,True,2022-05-01,
1317,2MASS J19491843+4650427,,,,,,,9965691,True,2022-05-01,
1318,HIP 71803,,,,G6V,,,None,True,2022-05-01,
1319,HATS-5,,3.6,0.19,,5304.0,,None,True,2022-05-01,
1320,Kepler-84,,,-0.2,,6031.0,,"2MASS J19530049+4029458, KIC 5301750, KOI-1589, WISE J195300.48+402945.9",True,2022-05-01,
1321,MOA-2013-BLG-220L,,,,,,,None,True,2022-05-01,
1322,HD 96992,,,-0.45,K0,4725.0,,None,True,2022-05-01,
1323,Kepler-1058,,3.39,-0.06,,4644.0,,"2MASS J19382298+4552301, KIC 9349482, KOI-2020, WISE J193822.95+455230.2",True,2022-05-01,
1324,Kepler-1154,,2.29,0.04,,6327.0,,"2MASS J19495451+3952380, KIC 4770617, KOI-2243",True,2022-05-01,
1325,2MASS J19100184+4418512,,,-0.42,,5609.0,,8355131,True,2022-05-01,
1326,Kepler-636,,5.01,-0.02,,5203.0,,"2MASS J19342205+4105425, KIC 5796675, KOI-652, Kepler-636 A, WISE J193422.04+410542.5",True,2022-05-01,
1327,WASP-58,,3.2,-0.45,G2V,5800.0,,None,True,2022-05-01,
1328,Kepler-1204,,4.27,0.06,,5825.0,,"2MASS J19174595+4229532, KIC 6941084, KOI-2348, WISE J191745.96+422953.2",True,2022-05-01,
1329,Qatar-5,,0.53,0.377,G2V,5747.0,,UCAC3 265-004681,True,2022-05-01,
1330,K2-232,,1.43,0.1,F9V,6154.0,,"K2-232, EPIC 247098361, 2MASS J04550395+1839164, BD+18 753, EPIC 247098361, GSC 01284-00745, HD 286123, TYC 1284-745-1, WISE J045504.00+183915.8",True,2022-05-01,
1331,2MASS J18563183+4849304,,,0.21,,5448.0,,11177543,True,2022-05-01,
1332,2MASS J19500428+4955037,,,-0.44,,6528.0,,11775507,True,2022-05-01,
1333,Kepler-1639,,3.16,-0.03,,6150.0,,"2MASS J18521647+4848075, KIC 11176166, KOI-5875, WISE J185216.47+484807.6",True,2022-05-01,
1334,2MASS J18462216+4310403,,,0.36,,5672.0,,7501646,True,2022-05-01,
1335,HD 154672,,9.28,0.26,G3IV,5714.0,,None,True,2022-05-01,
1336,Kepler-48,,3.14,0.17,,5194.0,,"KIC 573576, KOI-148, 2MASS J19563341+4056564, KIC 5735762, WISE J195633.41+405656.1",True,2022-05-01,
1337,OGLE-2012-BLG-0563L,,,-0.66,,5907.0,,None,True,2022-05-01,
1338,2MASS J19213367+4523239,,,-0.18,,5053.0,,9018021,True,2022-05-01,
1339,MOA 2009-BLG-411L,,,,M,,,None,True,2022-05-01,
1340,2MASS J19034852+4108398,,,0.02,,5475.0,,5860347,True,2022-05-01,
1341,Kepler-1632,,3.09,0.0,,6137.0,,"2MASS J19375876+4354490, KIC 8105398, KOI-5475, WISE J193758.77+435448.8",True,2022-05-01,
1342,Kepler-1350,,4.57,-0.06,,3827.0,,"2MASS J19130013+4640465, KIC 9823519, KOI-2793, WISE J191300.14+464046.2",True,2022-05-01,
1343,KMT-2016-BLG-1820,,,,,,,None,True,2022-05-01,
1344,HD 176986,,4.3,0.03,K2.5V,4931.0,,None,True,2022-05-01,
1345,Kepler-942,,4.17,0.09,,4861.0,,"2MASS J19394922+4408593, KIC 8242434, KOI-1726, WISE J193949.22+440859.7",True,2022-05-01,
1346,2MASS J19501051+4157057,,,,,5780.0,,6543682,True,2022-05-01,
1347,HAT-P-2,,2.7,0.04,F8,6414.0,,None,True,2022-05-01,
1348,2MASS J20052229+4440199,,,0.1,,5109.0,,8591173,True,2022-05-01,
1349,2MASS J19382317+4602538,,,0.21,,5154.0,,9472074,True,2022-05-01,
1350,HIP 90988,,,0.17,K1III,4884.0,,None,True,2022-05-01,
1351,Kepler-482,,6.03,-0.13,,4871.0,,"2MASS J19471749+4806271, KIC 10810838, KOI-174, WISE J194717.50+480627.7",True,2022-05-01,
1352,OGLE-2017-BLG-1049,,,,,,,None,True,2022-05-01,
1353,2MASS J19580834+4028399,,,0.16,,5826.0,,5308537,True,2022-05-01,
1354,Kepler-1485,,2.51,0.02,,6087.0,,"2MASS J19522290+4444134, KIC 8644365, KOI-3384, WISE J195222.90+444413.4",True,2022-05-01,
1355,HATS-60,,7.53,0.334,,5690.0,,None,True,2022-05-01,
1356,2MASS J19122295+4021574,,,-0.24,,6384.0,,5175024,True,2022-05-01,
1357,HAT-P-66,,4.66,0.035,,6002.0,,None,True,2022-05-01,
1358,OGLE-TR-61,,,,M/K,3050.0,,None,True,2022-05-01,
1359,Kepler-918,,3.24,0.06,,6028.0,,"2MASS J19524817+4816042, KIC 10879038, KOI-1641, WISE J195248.17+481604.2",True,2022-05-01,
1360,WASP-172,,1.2,-0.1,F1V,6900.0,,None,True,2022-05-01,
1361,1SWASPJ130322.00+350525.4,,,,,,,None,True,2022-05-01,
1362,2MASS J18492055+4250435,,,-0.04,,5505.0,,7257966,True,2022-05-01,
1363,K2-253,,,0.0,,6027.0,,"2MASS J12242051-0622439, EPIC 228809550, WISE J122420.48-062244.1",True,2022-05-01,
1364,2MASS J19102083+4736000,,,-0.32,,6449.0,,10460629,True,2022-05-01,
1365,2MASS J19160905+4942453,,,,,,,11656928,True,2022-05-01,
1366,Kepler-924,,3.09,0.01,,6167.0,,"2MASS J19224044+4023517, KIC 5183357, KOI-1669, WISE J192240.44+402351.8",True,2022-05-01,
1367,Kepler-813,,3.98,-0.13,,5743.0,,"2MASS J19023904+4826073, KIC 10964440, KOI-1310, WISE J190239.04+482607.3",True,2022-05-01,
1368,2MASS J19424924+3945246,,,0.02,,4905.0,,4670217,True,2022-05-01,
1369,LTT 9779,,,0.25,G8,5445.0,,None,True,2022-05-01,
1370,AS 205A,,,0.0,K5,4300.0,,V866 Sco,True,2022-05-01,
1371,2MASS J19183248+4422469,,,-0.12,,6452.0,,8359569,True,2022-05-01,
1372,PSR J2007+3120,,,,,,,None,True,2022-05-01,
1373,2MASS J18574486+4745012,,,0.12,,5620.0,,10519727,True,2022-05-01,
1374,HD 17092,,,0.18,,4650.0,,None,True,2022-05-01,
1375,Kepler-863,,3.8,-0.03,,5678.0,,"2MASS J19503948+4314562, KIC 7629518, KOI-1495, WISE J195039.47+431456.1",True,2022-05-01,
1376,2MASS J19423018+3949287,,,-0.04,,5750.0,,4761427,True,2022-05-01,
1377,2MASS J19392082+4015561,,,-0.54,,5559.0,,5110423,True,2022-05-01,
1378,GJ 22 B,,,,M2.5V,,,None,True,2022-05-01,
1379,Kepler-281,,,0.012,,5723.0,,"2MASS J19362596+4446145, KIC 8630788, KOI-1258, WISE J193625.95+444614.3",True,2022-05-01,
1380,KMT-2019-BLG-0842,,,,,,,None,True,2022-05-01,
1381,HD 157172,,,,G8.5V,,,None,True,2022-05-01,
1382,HD 150433,,,,G0,,,None,True,2022-05-01,
1383,Kepler-365,,,-0.046,,6012.0,,"2MASS J19423038+4907495, KIC 11358389, KOI-2163, WISE J194230.38+490749.5",True,2022-05-01,
1384,HD 42618,,,-0.09,G4V,5727.0,,None,True,2022-05-01,
1385,2MASS J19432316+4956100,,,0.26,,5857.0,,11771430,True,2022-05-01,
1386,Kepler-1121,,3.02,0.12,,6231.0,,"2MASS J19510878+4753100, KIC 10617017, KOI-2149, WISE J195108.77+475310.1",True,2022-05-01,
1387,OGLE-GD-ECL-11388,,,,sdB2VII,,,None,True,2022-05-01,
1388,Kepler-765,,3.72,0.04,,5901.0,,"2MASS J18524430+4709204, KIC 10122255, KOI-1086, WISE J185244.30+470920.5",True,2022-05-01,
1389,Kepler-557,,3.24,0.02,,6068.0,,"2MASS J19345002+4136544, KIC 6291033, KOI-452, WISE J193450.01+413654.4",True,2022-05-01,
1390,CoRoT-15,,,,F7V,,,2MASS J06282781+0611105,True,2022-05-01,
1391,2MASS J19184260+4327309,,,,,5780.0,,7746958,True,2022-05-01,
1392,HD 122430,,3.11,-0.05, K3III,4300.0,,None,True,2022-05-01,
1393,KMT-2017-BLG-1038,,,,,,,None,True,2022-05-01,
1394,Kepler-1483,,2.4,0.04,,6337.0,,"2MASS J19413834+4209029, KIC 6705026, KOI-3374",True,2022-05-01,
1395,2MASS J19203579+5014210,,,-0.62,,6022.0,,11911561,True,2022-05-01,
1396,LUH 16 A,,,,L7.5,,,None,True,2022-05-01,
1397,K2-206,,,-0.14,,5043.0,,"2MASS J00450151+0035357, EPIC 220216730, WISE J004501.53+003535.6",True,2022-05-01,
1398,Kepler-1080,,3.89,0.09,,5956.0,,"2MASS J19455148+4910584, KIC 11360571, KOI-2069, WISE J194551.48+491058.4",True,2022-05-01,
1399,Kepler-1532,,4.27,-0.1,,5559.0,,"2MASS J19473667+4111534, KIC 5895158, KOI-3935",True,2022-05-01,
1400,BD+14 4559,,,0.1,K2V,5008.0,,None,True,2022-05-01,
1401,OGLE-TR-173,,,,M/K,2850.0,,None,True,2022-05-01,
1402,MOA-2016-BLG-319L,,,,,,,None,True,2022-05-01,
1403,Kepler-1124,,3.39,-0.59,,3658.0,,"2MASS J19062262+3753285, KIC 2556650, KOI-2156, WISE J190622.61+375328.6",True,2022-05-01,
1404,HD 187123,,5.33,0.16,G5,5714.0,,None,True,2022-05-01,
1405,Kepler-596,,2.69,0.03,,6267.0,,"2MASS J19180016+5141086, KIC 12600735, KOI-548, WISE J191800.16+514108.4",True,2022-05-01,
1406,OGLE-2015-BLG-1319L,,,,K,,,None,True,2022-05-01,
1407,WASP-143,,1.9,0.23,G1,5900.0,,None,True,2022-05-01,
1408,Kepler-1077,,4.17,0.03,,5816.0,,"2MASS J19240807+4216042, KIC 6774880, KOI-2062, WISE J192408.07+421604.2",True,2022-05-01,
1409,HD 181433,,,0.33,K3IV,4962.0,,None,True,2022-05-01,
1410,2MASS J19393092+3823521,,,-0.16,,4960.0,,3249334,True,2022-05-01,
1411,2MASS J19432805+4203456,,,0.02,,5228.0,,6621116,True,2022-05-01,
1412,2MASS J19304569+3756044,,,-0.18,,5787.0,,2718778,True,2022-05-01,
1413,2MASS J19484980+4758195,,,-0.44,,4492.0,,10680424,True,2022-05-01,
1414,2MASS J19212515+3840211,,,-0.72,,5776.0,,3540873,True,2022-05-01,
1415,HD 5891,,1.5,-0.02,G5D,4907.0,,None,True,2022-05-01,
1416,2MASS J18424571+4355087,,,-0.28,,6395.0,,8074328,True,2022-05-01,
1417,ZTFJ2252-05,,,,WD,15200.0,,None,True,2022-05-01,
1418,HD 23127,,7.1,0.34,G2V,5927.0,,None,True,2022-05-01,
1419,BD +48 738,,,-0.2,K0III,4414.0,,None,True,2022-05-01,
1420,2MASS J19285682+4144214,,,-0.08,,5941.0,,6365321,True,2022-05-01,
1421,Kepler-1386,,5.01,0.11,,5733.0,,"2MASS J18431761+4238097, KIC 7090524, KOI-2920, WISE J184317.60+423809.7",True,2022-05-01,
1422,2MASS J19195503+4008341,,,-0.14,,6091.0,,5005121,True,2022-05-01,
1423,OGLE-2007-BLG-349L (AB),,,,,,,None,True,2022-05-01,
1424,Kepler-683,,4.37,-0.03,,5703.0,,"2MASS J19254559+3754203, KIC 2713049, KOI-794, WISE J192545.58+375420.2",True,2022-05-01,
1425,2MASS J19254244+4209507,,,0.34,,5223.0,,6690171,True,2022-05-01,
1426,Kepler-1175,,4.17,-0.04,,5453.0,,"2MASS J19163424+4648464, KIC 9945370, KOI-2285, WISE J191634.25+464846.5",True,2022-05-01,
1427,Kepler-1474,,3.8,0.04,,5870.0,,"2MASS J19384657+4552006, KIC 9349757, KOI-3348, WISE J193846.56+455200.5",True,2022-05-01,
1428,2MASS J18535277+4503088,,,-0.3,,6534.0,,8801343,True,2022-05-01,
1429,Kepler-444,,11.23,-0.55,K,5046.0,,"Kepler-444, 2MASS J19190052+4138043, BD+41 3306, HIP 94931, KIC 6278762, KOI-3158, Kepler-444 A, LHS 3450, TYC 3129-00329-1, WISE J191900.62+413757.9",True,2022-05-01,
1430,2MASS J19250380+4244221,,,0.1,,5122.0,,7198587,True,2022-05-01,
1431,2MASS J19002300+5006034,,,-0.2,,3587.0,,11853130,True,2022-05-01,
1432,WASP-34,,,-0.02,G5,5700.0,,None,True,2022-05-01,
1433,WASP-114,,,0.14,G0,5940.0,,None,True,2022-05-01,
1434,Kepler-753,,3.63,-0.03,,4346.0,,"2MASS J19273678+3754082, KIC 2715135, KOI-1024",True,2022-05-01,
1435,HD 164428,,2.7,-0.07,,4119.0,,None,True,2022-05-01,
1436,Kepler-1385,,4.37,0.41,,5732.0,,"2MASS J18503152+4628519, KIC 9693006, KOI-2913, WISE J185031.52+462851.7",True,2022-05-01,
1437,2MASS J19555239+4047504,,,-0.1,,5290.0,,5563300,True,2022-05-01,
1438,BD+15 2940,,7.1,0.28,K0,4796.0,,None,True,2022-05-01,
1439,Kepler-1512,,1.78,0.2,,4372.0,,"2MASS J19170588+4428129, KIC 8424002, KOI-3497, WISE J191705.88+442813.0",True,2022-05-01,
1440,2MASS J19135258+4647012,,,-0.12,,6164.0,,9883606,True,2022-05-01,
1441,OGLE-2018-BLG-0532,,,,,,,None,True,2022-05-01,
1442,2MASS J20022040+4412471,,,-0.18,,6119.0,,8328916,True,2022-05-01,
1443,MOA-2007-BLG-197L,,,,,,,None,True,2022-05-01,
1444,Kepler-54,,,,M1 V,4252.0,,"2MASS J19390574+4303226, KIC 7455287, KOI-886, WISE J193905.74+430322.4",True,2022-05-01,
1445,HD 128311,IR Excess,0.39,0.08,K0V,4965.0,,None,True,2022-05-01,
1446,Kepler-901,,3.8,-0.3,,4184.0,,"2MASS J19243670+4053149, KIC 5617854, KOI-1588, WISE J192436.67+405315.4",True,2022-05-01,
1447,2MASS J19421061+4352420,,,-0.24,,6590.0,,8039925,True,2022-05-01,
1448,2MASS J20025577+4406254,,,-0.26,,5918.0,,8263545,True,2022-05-01,
1449,TrES-1,,2.5,0.001,K0V,,,None,True,2022-05-01,
1450,CPD-64 481,,,,sdB,27500.0,,CPD-64D481,True,2022-05-01,
1451,2MASS J19210368+4032551,,,-0.06,,5003.0,,5357545,True,2022-05-01,
1452,alf Per,,0.041,-0.07,F5Ib,6350.0,,None,True,2022-05-01,
1453,2MASS J19081568+3753581,,,-0.58,,5960.0,,2558163,True,2022-05-01,
1454,Kepler-1298,,2.57,0.13,,6339.0,,"2MASS J18574145+4906224, KIC 11337566, KOI-2632, WISE J185741.45+490622.3",True,2022-05-01,
1455,Kepler-126,,,,,6239.0,,"2MASS J19172334+4412307, KIC 8292840, KOI-260, WISE J191723.36+441230.5",True,2022-05-01,
1456,2MASS J19522001+4020463,,,-0.52,,5751.0,,5213230,True,2022-05-01,
1457,K2-155,,,-0.3,K7,4258.0,,"EPIC 210897587, 2MASS 04215245+21211, K2-155, 2MASS J04215245+2121131, LP 415-17, WISE J042152.63+212112.2",True,2022-05-01,
1458,W 3(OH),,,,O8,,,None,True,2022-05-01,
1459,HD 75898,,3.8,0.27,G0,6021.0,,None,True,2022-05-01,
1460,WASP-32,,,-0.13,G,6100.0,,None,True,2022-05-01,
1461,2MASS J19161544+4707027,,,-0.22,,6060.0,,10134152,True,2022-05-01,
1462,EPIC 211939692,,,,,6417.0,,None,True,2022-05-01,
1463,Kepler-648,,1.82,0.21,,5741.0,,"2MASS J18553591+4501007, KIC 8802165, KOI-694, WISE J185535.91+450100.8",True,2022-05-01,
1464,2MASS J19220169+4300541,,,-0.34,,5087.0,,7440715,True,2022-05-01,
1465,2MASS J19025483+4239163,,,0.12,,5574.0,,7100673,True,2022-05-01,
1466,K2-54,,,,,3798.0,,"2MASS J22321299-1732384, EPIC 205916793",True,2022-05-01,
1467,WASP-60,,3.6,-0.04,G1V,5900.0,,None,True,2022-05-01,
1468,KMT-2019-BLG-2974,,,,,,,None,True,2022-05-01,
1469,Kepler-508,,3.55,0.18,,6025.0,,"2MASS J19413704+4258531, KIC 7375348, KOI-266, WISE J194137.02+425852.8",True,2022-05-01,
1470,WASP-137,,4.3,0.487,G0,6100.0,,None,True,2022-05-01,
1471,Kepler-1249,,2.82,0.06,,6202.0,,"2MASS J19473476+4422184, KIC 8380709, KOI-2468, WISE J194734.76+442218.2",True,2022-05-01,
1472,2MASS J19532852+4010243,,,0.21,,6535.0,,5039228,True,2022-05-01,
1473,OGLE-2006-109L,,,,,,,None,True,2022-05-01,
1474,2MASS J19110055+4214412,,,-0.16,,6208.0,,6765135,True,2022-05-01,
1475,HD 115066,,6.63,,K0II,,,None,True,2022-05-01,
1476,GJ 251,,,-0.03,M3.0V,3451.0,,None,True,2022-05-01,
1477,OGLE-2016-BLG-1227,,,,,,,None,True,2022-05-01,
1478,2MASS J19060210+4155218,,,0.07,,6167.0,,6507433,True,2022-05-01,
1479,2MASS J19091556+3932174,,,-0.2,,5968.0,,4450844,True,2022-05-01,
1480,Kepler-356,,,-0.325,,6133.0,,"2MASS J19294105+3740581, KIC 2307415, KOI-2053, WISE J192941.06+374058.0",True,2022-05-01,
1481,Kepler-1395,,2.88,0.12,,6138.0,,"2MASS J19292101+4739511, KIC 10471515, KOI-2961, WISE J192921.00+473951.0",True,2022-05-01,
1482,Kepler-735,,4.37,0.07,,5107.0,,"2MASS J18584533+4610200, KIC 9512687, KOI-942, WISE J185845.32+461019.8",True,2022-05-01,
1483,Kepler-544,,2.63,0.02,,6206.0,,"2MASS J19360698+3903066, KIC 3964109, KOI-393, WISE J193606.95+390306.5",True,2022-05-01,
1484,K2-229,,5.4,-0.09,G9,5315.0,,"2MASS J12272958-0643188, EPIC 228801451, TYC 4947-834-1, WISE J122729.52-064318.6",True,2022-05-01,
1485,2MASS J19583939+4345468,,,-0.2,,6002.0,,7987086,True,2022-05-01,
1486,K2-148,,,-0.11,,4079.0,,"2MASS J00580427-0011353, EPIC 220194974, EPIC 220194974 A, K2-148 A, WISE J005804.24-001135.6",True,2022-05-01,
1487,Kepler-849,,3.98,0.12,,6059.0,,"2MASS J19232442+4831168, KIC 11027624, KOI-1439, WISE J192324.42+483116.8",True,2022-05-01,
1488,Kepler-170,,,0.234,,5679.0,,"2MASS J18580508+4137465, KIC 6266741, KOI-508, WISE J185805.08+413746.6",True,2022-05-01,
1489,AD Leo,,,,M4V,,,GJ 388,True,2022-05-01,
1490,Kepler-706,,4.79,-0.06,,5394.0,,"2MASS J19270249+4156386, KIC 6522242, KOI-855, WISE J192702.47+415638.7",True,2022-05-01,
1491,2MASS J18565031+4515290,,,0.21,,5477.0,,8935810,True,2022-05-01,
1492,2MASS J19465740+4958420,,,-0.06,,5737.0,,11773625,True,2022-05-01,
1493,HAT-P-4,,4.2,0.2,F,5890.0,,None,True,2022-05-01,
1494,Kepler-1391,,5.5,0.04,,5840.0,,"2MASS J19391944+4639345, KIC 9838468, KOI-2943, WISE J193919.43+463934.4",True,2022-05-01,
1495,2MASS J19260421+4926046,,,-0.18,,6122.0,,11506654,True,2022-05-01,
1496,2MASS J19221081+5119250,,,-0.84,,5191.0,,12458817,True,2022-05-01,
1497,2MASS J19530771+4416194,,,0.0,,5674.0,,8320630,True,2022-05-01,
1498,Kepler-1133,,4.07,-0.02,,5569.0,,"2MASS J19331737+4252028, KIC 7286911, KOI-2180, WISE J193317.37+425203.0",True,2022-05-01,
1499,Kepler-1302,,4.68,0.04,,5236.0,,"2MASS J19235741+5018290, KIC 11962284, KOI-2647, WISE J192357.41+501829.0",True,2022-05-01,
1500,Kepler-732,,4.47,-0.01,,3631.0,,"2MASS J18545568+4557315, KIC 9388479, KOI-936, WISE J185455.63+455730.9",True,2022-05-01,
1501,2MASS J19515382+4648164,,,0.07,,5936.0,,9967884,True,2022-05-01,
1502,2MASS J155947+440359,,,,M2.0V,,,None,True,2022-05-01,
1503,GJ 180,,,,M2V,3371.0,,None,True,2022-05-01,
1504,HD 149382,,,,B5 D,35500.0,,None,True,2022-05-01,
1505,TOI-1710,,4.2,0.1,G5V,5665.0,,None,True,2022-05-01,
1506,OGLE-2018-BLG-0799,,,,,,,None,True,2022-05-01,
1507,Kepler-1369,,4.07,0.0,,5761.0,,"2MASS J19031133+4056102, KIC 5688910, KOI-2856, WISE J190311.33+405610.2",True,2022-05-01,
1509,kappa And,,0.047,-0.36,B9IV,11361.0,,"HD 222439, HR 8976, HIP 116805, 19 Andromedae, kap And",True,2022-05-01,
1510,K2-133,,,,M1.5 V,3655.0,,"K2-133,  EPIC 247887989, 2MASS J04403562+2500361, EPIC 247887989, LP 358-499, WISE J044035.78+250035.5",True,2022-05-01,
1511,OGLE-TR-10,,1.1,0.28,G or K,6075.0,,None,True,2022-05-01,
1512,HD 115954,,,0.34,G0V,5957.0,,None,True,2022-05-01,
1513,2MASS J19253585+3847159,,,0.18,,5303.0,,3645438,True,2022-05-01,
1514,TAP 26,,0.017,,K7,,,None,True,2022-05-01,
1515,2MASS J19260029+4744518,,,-0.66,,5776.0,,10534155,True,2022-05-01,
1516,Kepler-416,,,,,,,"2MASS J19261367+3913382, KIC 4157325, Keler-416, KOI-1860",True,2022-05-01,
1517,2MASS J18544644+4001048,,,-0.52,,5589.0,,4902202,True,2022-05-01,
1518,HD 42012,,4.1,-0.09,K0,5405.0,, 2MASS J06095646+3408076,True,2022-05-01,
