id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
4051,Net Ghost Pipopa,Finished Airing,G - All Ages,6.75,6,2022-03-11,False,2008-04-06,2009-03-29
4052,Medarot Damashii,Finished Airing,G - All Ages,6.65,12,2022-03-11,False,2000-07-07,2001-03-30
4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,Finished Airing,PG-13 - Teens 13 or older,7.98,45,2022-03-11,False,2008-04-25,2009-01-23
4054,Norimono Oukoku BuBu ChaCha,Finished Airing,G - All Ages,6.64,2,2022-03-11,False,1999-04-29,1999-11-25
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Finished Airing,PG-13 - Teens 13 or older,7.08,4,2022-03-11,False,2008-03-10,2008-06-02
4058,Makyou Gaiden Le Deus,Finished Airing,PG-13 - Teens 13 or older,5.48,0,2022-03-11,False,1987-12-01,
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Finished Airing,PG-13 - Teens 13 or older,7.95,821,2022-03-11,False,2008-07-16,
4060,Grimm Meisaku Gekijou,Finished Airing,G - All Ages,7.38,21,2022-03-11,False,1987-10-21,1988-03-30
4061,Shin Grimm Meisaku Gekijou,Finished Airing,G - All Ages,7.27,3,2022-03-11,False,1988-10-02,1989-03-26
4062,Musashi no Ken,Finished Airing,G - All Ages,7.14,7,2022-03-11,False,1985-04-18,1986-09-26
4063,Sekirei,Finished Airing,R+ - Mild Nudity,7.07,1569,2022-03-11,False,2008-07-02,2008-09-17
4066,Tytania,Finished Airing,PG-13 - Teens 13 or older,6.82,32,2022-03-11,False,2008-10-09,2009-03-26
4067,Shin Megami Tensei Devil Children,Finished Airing,PG - Children,6.32,2,2022-03-11,False,2000-10-07,2001-09-29
4068,Shin Megami Tensei Devil Children: Light & Dark,Finished Airing,PG - Children,6.36,0,2022-03-11,False,2002-10-05,2003-09-27
4069,Pucca (ONA),Finished Airing,G - All Ages,6.6,11,2022-03-11,False,2000-01-01,2005-01-01
4070,Black Jack: Dr. Pinoko no Mori no Bouken,Finished Airing,G - All Ages,6.22,1,2022-03-11,False,2005-12-17,
4071,Black Jack (TV): Hizouban Specials,Finished Airing,G - All Ages,7.01,1,2022-03-11,False,2006-07-17,
4073,Kyouryuu Daisensou Izenborg,Finished Airing,G - All Ages,6.56,11,2022-03-11,False,1977-10-07,1978-06-30
4074,"Arano no Sakebi Koe: Hoero, Buck",Finished Airing,PG - Children,6.46,2,2022-03-11,False,1981-01-03,
4075,Super Robot Taisen OG: Divine Wars - Sorezore no Michi,Finished Airing,PG-13 - Teens 13 or older,6.76,5,2022-03-11,False,2007-10-26,
4078,Kyou no 5 no 2 Kagai Jugyou: Mizukake,Finished Airing,PG-13 - Teens 13 or older,6.92,1,2022-03-11,False,2008-01-30,
4080,Kyou kara Maou! 3rd Series,Finished Airing,PG-13 - Teens 13 or older,7.77,101,2022-03-11,False,2008-04-03,2009-02-19
4081,Natsume Yuujinchou,Finished Airing,PG-13 - Teens 13 or older,8.32,14124,2022-03-11,False,2008-07-08,2008-09-30
4082,Kaibutsu Oujo: Konsui Oujo,Finished Airing,PG-13 - Teens 13 or older,6.98,14,2022-03-11,False,2008-02-14,
4083,Wonder Beat Scramble,Finished Airing,PG-13 - Teens 13 or older,6.51,2,2022-03-11,False,1986-04-16,1986-11-19
4085,Yonimo Osoroshii Grimm Douwa,Finished Airing,R - 17+ (violence & profanity),5.98,2,2022-03-11,False,2000-01-01,
4086,Muka Muka Paradise,Finished Airing,G - All Ages,6.87,3,2022-03-11,False,1993-09-04,1994-08-26
4087,Michiko to Hatchin,Finished Airing,R - 17+ (violence & profanity),7.84,2093,2022-03-11,False,2008-10-16,2009-03-19
4088,Wonder 3,Finished Airing,G - All Ages,6.01,0,2022-03-11,False,1965-06-06,1966-06-27
4091,Kagami no Genon,Finished Airing,G - All Ages,5.88,2,2022-03-11,False,2004-10-17,
4094,Batman: Gotham Knight,Finished Airing,R - 17+ (violence & profanity),6.96,57,2022-03-11,False,2008-07-08,
4095,Chuumon no Ooi Ryouriten (1991),Finished Airing,G - All Ages,6.22,1,2022-03-11,False,1991-01-01,
4096,Mizu no Tane,Finished Airing,PG-13 - Teens 13 or older,5.63,0,2022-03-11,False,1975-01-01,
4097,Nanmu Ichibyousokusai,Finished Airing,G - All Ages,5.61,0,2022-03-11,False,1973-01-01,
4098,Urarochi Diamond,Finished Airing,PG-13 - Teens 13 or older,5.59,0,2022-03-11,False,2001-12-21,
4099,Appaga Piryohae,Finished Airing,PG - Children,6.26,0,2022-03-11,False,2005-01-01,
4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,Finished Airing,G - All Ages,6.26,4,2022-03-11,False,2006-01-07,2006-12-30
4103,Oval x Over,Finished Airing,PG-13 - Teens 13 or older,5.77,1,2022-03-11,False,2005-03-23,
4104,Mini Moni the TV,Finished Airing,G - All Ages,5.41,2,2022-03-11,False,2003-09-08,2003-09-26
4106,Trigun: Badlands Rumble,Finished Airing,PG-13 - Teens 13 or older,7.95,226,2022-03-11,False,2010-04-02,
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Finished Airing,PG-13 - Teens 13 or older,8.16,358,2022-03-11,False,2008-09-06,
4113,Mahou no Mako-chan,Finished Airing,G - All Ages,6.38,2,2022-03-11,False,1970-11-02,1971-09-27
4114,Onegai My Melody: Kuru Kuru Shuffle!,Finished Airing,PG - Children,7.31,20,2022-03-11,False,2006-04-02,2007-03-25
4119,Juushin Liger,Finished Airing,PG-13 - Teens 13 or older,6.45,1,2022-03-11,False,1989-03-11,1990-01-27
4121,Meimon! Daisan Yakyuubu,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,1988-10-20,1989-09-29
4124,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,Finished Airing,G - All Ages,6.74,5,2022-03-11,False,2006-12-09,
4126,Mahou no Tenshi Creamy Mami: Lovely Serenade,Finished Airing,G - All Ages,5.75,0,2022-03-11,False,1985-03-28,
4129,Mahou no Tenshi Creamy Mami: Curtain Call,Finished Airing,G - All Ages,5.81,0,2022-03-11,False,1986-02-01,
4130,Petit Eva: Evangelion@School,Finished Airing,G - All Ages,5.52,32,2022-03-11,False,2007-03-20,2009-03-11
4131,Twin Bee Paradise,Finished Airing,G - All Ages,,0,2022-03-11,False,1998-12-18,1999-04-25
4132,Wakakusa no Yon Shimai,Finished Airing,G - All Ages,6.32,2,2022-03-11,False,1981-04-07,1981-09-29
4134,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",Finished Airing,PG-13 - Teens 13 or older,7.15,185,2022-03-11,False,2008-02-06,
4136,Penguin Musume♥Heart,Finished Airing,R+ - Mild Nudity,6.72,19,2022-03-11,False,2008-04-19,2008-11-14
4138,Chiisana Penguin Lolo no Bouken,Finished Airing,G - All Ages,7.35,11,2022-03-11,False,1986-01-01,1987-01-01
4147,Gang-aji Ttong,Finished Airing,G - All Ages,5.69,12,2022-03-11,False,2003-07-25,
4149,Body Jack: Tanoshii Yutai Ridatsu,Finished Airing,R+ - Mild Nudity,5.1,2,2022-03-11,False,1987-01-28,
4150,Cosmos Pink Shock,Finished Airing,PG-13 - Teens 13 or older,5.47,5,2022-03-11,False,1986-07-21,
4151,Blade of the Immortal,Finished Airing,R - 17+ (violence & profanity),6.82,131,2022-03-11,False,2008-07-14,2008-12-29
4154,Time Bokan Series: Yattodetaman,Finished Airing,PG-13 - Teens 13 or older,6.43,3,2022-03-11,False,1981-02-07,1982-02-06
4155,One Piece Film: Strong World,Finished Airing,PG-13 - Teens 13 or older,8.13,382,2022-03-11,False,2009-12-12,
4156,Ichigo Mashimaro Episode 0,Finished Airing,PG-13 - Teens 13 or older,7.05,6,2022-03-11,False,2005-06-08,
4158,Dore Dore no Uta,Finished Airing,G - All Ages,5.75,0,2022-03-11,False,2005-11-16,
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,Finished Airing,PG-13 - Teens 13 or older,7.06,3,2022-03-11,False,1997-01-01,
4163,Seto no Hanayome OVA,Finished Airing,PG-13 - Teens 13 or older,7.84,30,2022-03-11,False,2008-11-03,2009-01-05
4166,To Heart 2 AD,Finished Airing,PG-13 - Teens 13 or older,6.85,4,2022-03-11,False,2008-03-26,2008-08-08
4173,Shigofumi Picture Drama,Finished Airing,PG-13 - Teens 13 or older,6.47,1,2022-03-11,False,2008-03-25,2008-09-26
4176,Wanna-Be's,Finished Airing,PG-13 - Teens 13 or older,5.14,0,2022-03-11,False,1986-12-25,
4177,Bounen no Xamdou,Finished Airing,PG-13 - Teens 13 or older,7.66,1018,2022-03-11,False,2008-07-15,2009-02-04
4181,Clannad: After Story,Finished Airing,PG-13 - Teens 13 or older,8.95,65346,2022-03-11,False,2008-10-03,2009-03-27
4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Finished Airing,R - 17+ (violence & profanity),7.55,184,2022-03-11,False,2008-03-26,
4183,Uchuu Taitei God Sigma,Finished Airing,PG-13 - Teens 13 or older,6.2,2,2022-03-11,False,1980-03-19,1981-02-25
4186,Chrome Shelled Regios,Finished Airing,R - 17+ (violence & profanity),7.3,1001,2022-03-11,False,2009-01-11,2009-06-21
4187,Megumi,Finished Airing,G - All Ages,5.99,1,2022-03-11,False,2008-03-28,
4188,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,Finished Airing,PG-13 - Teens 13 or older,7.42,42,2022-03-11,False,2008-08-12,2009-02-17
4189,Fuyu no Sonata,Finished Airing,PG-13 - Teens 13 or older,7.35,64,2022-03-11,False,2009-10-17,2010-05-01
4190,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,Finished Airing,G - All Ages,6.57,3,2022-03-11,False,2008-01-01,
4191,Popolocrois Monogatari,Finished Airing,PG - Children,6.98,11,2022-03-11,False,1998-10-04,1999-03-28
4192,Hayate no Gotoku!!,Finished Airing,PG-13 - Teens 13 or older,7.69,473,2022-03-11,False,2009-04-04,2009-09-19
4195,Kodomo no Jikan: Ni Gakki,Finished Airing,R - 17+ (violence & profanity),7.06,25,2022-03-11,False,2009-02-20,2009-07-24
4196,Ikkitousen: Great Guardians,Finished Airing,R+ - Mild Nudity,6.75,70,2022-03-11,False,2008-06-11,2008-08-27
4197,Blue Dragon: Tenkai no Shichi Ryuu,Finished Airing,PG - Children,6.53,17,2022-03-11,False,2008-04-05,2009-03-28
4198,Koutetsu Jeeg,Finished Airing,PG-13 - Teens 13 or older,6.99,8,2022-03-11,False,1975-10-05,1976-08-29
4199,Entaku no Kishi Monogatari: Moero Arthur,Finished Airing,PG-13 - Teens 13 or older,6.29,1,2022-03-11,False,1979-09-09,1980-03-30
4200,Dirty Pair OVA,Finished Airing,PG-13 - Teens 13 or older,7.1,16,2022-03-11,False,1987-12-21,1988-04-21
4201,Chocchan Monogatari,Finished Airing,G - All Ages,6.61,2,2022-03-11,False,1996-03-20,
4202,Mokke Specials,Finished Airing,PG - Children,6.87,0,2022-03-11,False,2008-01-25,2008-05-23
4205,KimiKiss Pure Rouge: Love Fighter,Finished Airing,PG-13 - Teens 13 or older,6.95,5,2022-03-11,False,2008-08-22,
4208,Tetsujin 28-gou (1980),Finished Airing,G - All Ages,6.68,8,2022-03-11,False,1980-10-03,1981-09-25
4209,Mission-E,Finished Airing,PG - Children,6.45,5,2022-03-11,False,2008-07-08,2008-09-23
4210,Gokiburi-tachi no Tasogare,Finished Airing,PG-13 - Teens 13 or older,5.84,2,2022-03-11,False,1987-11-21,
4211,Hareluya II Boy,Finished Airing,PG-13 - Teens 13 or older,6.23,7,2022-03-11,False,1997-04-08,1997-09-30
4213,Saishuu Shiken Kujira Progressive,Finished Airing,PG-13 - Teens 13 or older,6.04,4,2022-03-11,False,2008-03-26,
4214,Rosario to Vampire Capu2,Finished Airing,PG-13 - Teens 13 or older,6.92,1066,2022-03-11,False,2008-10-02,2008-12-25
4218,Niji ni Mukatte,Finished Airing,G - All Ages,5.68,0,2022-03-11,False,1977-01-01,
4220,Okon Joururi,Finished Airing,G - All Ages,,1,2022-03-11,False,1982-01-01,
4224,Toradora!,Finished Airing,PG-13 - Teens 13 or older,8.12,52243,2022-03-11,False,2008-10-02,2009-03-26
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,Finished Airing,PG-13 - Teens 13 or older,6.66,7,2022-03-11,False,2008-10-24,2009-04-24
4240,Ginga Senpuu Braiger,Finished Airing,PG-13 - Teens 13 or older,6.63,13,2022-03-11,False,1981-10-06,1982-06-30
4242,Ginga Reppuu Baxingar,Finished Airing,PG-13 - Teens 13 or older,6.17,0,2022-03-11,False,1982-07-06,1983-03-29
4244,Ginga Shippuu Sasuraiger,Finished Airing,PG-13 - Teens 13 or older,6.24,3,2022-03-11,False,1983-04-05,1984-01-31
4246,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,Finished Airing,PG-13 - Teens 13 or older,7.15,98,2022-03-11,False,2009-04-25,
4250,Kore ga UFO da! Soratobu Enban,Finished Airing,PG - Children,4.83,1,2022-03-11,False,1975-03-21,
4252,Explorer Woman Ray,Finished Airing,PG-13 - Teens 13 or older,5.24,1,2022-03-11,False,1989-05-26,1989-06-23
4262,Koihime†Musou,Finished Airing,R+ - Mild Nudity,6.74,104,2022-03-11,False,2008-07-09,2008-09-24
4264,Ultraviolet: Code 044,Finished Airing,R - 17+ (violence & profanity),5.84,5,2022-03-11,False,2008-07-01,2008-09-16
4266,Vie Durant,Finished Airing,PG-13 - Teens 13 or older,4.8,2,2022-03-11,False,2003-07-15,2003-09-02
4280,Kara no Kyoukai 4: Garan no Dou,Finished Airing,R - 17+ (violence & profanity),7.86,283,2022-03-11,False,2008-05-24,
4282,Kara no Kyoukai 5: Mujun Rasen,Finished Airing,R - 17+ (violence & profanity),8.54,4194,2022-03-11,False,2008-08-16,
4286,Bonobono (TV),Finished Airing,G - All Ages,6.64,7,2022-03-11,False,1995-04-20,1996-03-28
4298,Futari no Joe,Finished Airing,R - 17+ (violence & profanity),5.84,3,2022-03-11,False,2003-05-25,2003-09-25
4306,Mizugumo Monmon,Finished Airing,G - All Ages,6.49,5,2022-03-11,False,2006-01-03,
4312,Hokuto no Ken: Toki-den,Finished Airing,R - 17+ (violence & profanity),7.4,11,2022-03-11,False,2008-03-26,
4314,Nanami-chan 2nd Series,Finished Airing,G - All Ages,6.21,1,2022-03-11,False,2005-06-17,2005-12-23
4316,Nanami-chan 3rd Series,Finished Airing,G - All Ages,6.0,0,2022-03-11,False,2006-08-04,2006-11-17
4318,Ryuu Seiki,Finished Airing,R - 17+ (violence & profanity),5.62,6,2022-03-11,False,1988-10-26,1988-12-25
4320,Lupin III: Green vs. Red,Finished Airing,PG-13 - Teens 13 or older,6.61,8,2022-03-11,False,2008-04-02,
4331,Penguin no Mondai,Finished Airing,G - All Ages,5.79,3,2022-03-11,False,2008-04-05,2009-03-20
4332,Seigi wo Aisuru Mono Gekkou Kamen,Finished Airing,PG-13 - Teens 13 or older,6.63,4,2022-03-11,False,1972-01-10,1972-10-02
4334,Heroman,Finished Airing,PG - Children,6.82,70,2022-03-11,False,2010-04-01,2010-09-23
4339,Ashita e Attack!,Finished Airing,PG-13 - Teens 13 or older,6.3,4,2022-03-11,False,1977-04-04,1977-09-05
4353,Gakuen Heaven: Hamu Hamu Heaven,Finished Airing,PG-13 - Teens 13 or older,6.64,6,2022-03-11,False,2006-07-07,2006-12-08
4361,Grenadier: Hohoemi no Senshi Specials,Finished Airing,PG-13 - Teens 13 or older,6.47,1,2022-03-11,False,2005-01-28,2005-06-29
4362,Fireball,Finished Airing,G - All Ages,6.65,24,2022-03-11,False,2008-04-07,2008-06-30
4371,Uchuu Senshi Baldios (Movie),Finished Airing,PG-13 - Teens 13 or older,6.37,4,2022-03-11,False,1981-12-29,
4375,Kyoro-chan,Finished Airing,PG - Children,7.24,23,2022-03-11,False,1999-07-01,2001-03-29
4382,Suzumiya Haruhi no Yuuutsu (2009),Finished Airing,PG-13 - Teens 13 or older,7.22,2012,2022-03-11,False,2009-05-22,2009-09-11
4383,Catman Series III,Finished Airing,PG-13 - Teens 13 or older,6.34,1,2022-03-11,False,2008-03-01,2008-04-01
4385,Great Mazinger tai Getter Robo,Finished Airing,PG-13 - Teens 13 or older,6.01,4,2022-03-11,False,1975-03-21,
4386,Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,Finished Airing,PG-13 - Teens 13 or older,6.01,0,2022-03-11,False,1975-07-26,
4387,UFO Robo Grendizer tai Great Mazinger,Finished Airing,PG-13 - Teens 13 or older,6.44,3,2022-03-11,False,1976-03-20,
4389,Amada Anime Series: Super Mario Brothers,Finished Airing,PG - Children,4.77,12,2022-03-11,False,1989-08-03,
4390,Sora no Momotarou,Finished Airing,G - All Ages,5.11,0,2022-03-11,False,1931-10-01,
4391,Saru Masamune,Finished Airing,G - All Ages,5.42,0,2022-03-11,False,1931-01-01,
4392,Ooatari Sora no Entaku,Finished Airing,G - All Ages,5.05,0,2022-03-11,False,1932-10-22,
4393,Kokka Kimigayo,Finished Airing,G - All Ages,4.84,0,2022-03-11,False,1931-05-01,
4394,Norakuro Gochou,Finished Airing,G - All Ages,5.05,0,2022-03-11,False,1934-03-09,
4395,Norakuro Nitouhei: Enshuu no Maki,Finished Airing,G - All Ages,5.04,1,2022-03-11,False,1933-06-14,
4396,Osaru no Kantai,Finished Airing,G - All Ages,4.59,0,2022-03-11,False,1936-01-01,
4397,Osaru no Sankichi: Totsugeki-tai,Finished Airing,G - All Ages,4.64,0,2022-03-11,False,1934-03-24,
4398,Kuro Nyago,Finished Airing,G - All Ages,5.38,6,2022-03-11,False,1931-01-01,
4406,Mazinger Z tai Ankoku Daishougun,Finished Airing,PG-13 - Teens 13 or older,6.62,1,2022-03-11,False,1974-07-25,
4411,Mirai Robo Daltanias,Finished Airing,PG-13 - Teens 13 or older,6.61,4,2022-03-11,False,1979-03-21,1980-03-05
4415,World Destruction: Sekai Bokumetsu no Rokunin,Finished Airing,PG-13 - Teens 13 or older,6.95,105,2022-03-11,False,2008-07-08,2008-09-30
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,Finished Airing,PG-13 - Teens 13 or older,7.38,10,2022-03-11,False,2005-04-11,2005-06-27
4417,Hennako-chan,Finished Airing,None,,0,2022-03-11,False,2008-04-25,2008-07-03
4418,Catman Series II,Finished Airing,PG-13 - Teens 13 or older,6.21,2,2022-03-11,False,2002-01-01,
4419,Catman,Finished Airing,PG-13 - Teens 13 or older,6.02,10,2022-03-11,False,2002-01-01,
4420,Vampiyan Kids: Pilot,Finished Airing,G - All Ages,6.03,1,2022-03-11,False,1999-01-01,
4421,Moetan Specials,Finished Airing,R+ - Mild Nudity,6.48,2,2022-03-11,False,2007-12-21,2008-03-25
4427,Tatakae!! Ramenman,Finished Airing,R - 17+ (violence & profanity),6.22,5,2022-03-11,False,1988-01-10,1988-09-11
4437,Naruto: Shippuuden Movie 2 - Kizuna,Finished Airing,PG-13 - Teens 13 or older,7.28,213,2022-03-11,False,2008-08-02,
4439,Kurenai Sanshirou,Finished Airing,PG-13 - Teens 13 or older,6.47,8,2022-03-11,False,1969-04-02,1969-09-24
4440,Sugata Sanshirou,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,1981-06-08,
4443,Duel Masters Charge,Finished Airing,PG-13 - Teens 13 or older,6.16,3,2022-03-11,False,2004-04-19,2006-03-27
4444,Zero Duel Masters,Finished Airing,PG-13 - Teens 13 or older,5.98,1,2022-03-11,False,2007-04-09,2007-09-28
4447,Detective Conan Movie 12: Full Score of Fear,Finished Airing,PG-13 - Teens 13 or older,7.8,17,2022-03-11,False,2008-04-19,
4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,Finished Airing,PG-13 - Teens 13 or older,6.53,9,2022-03-11,False,2004-05-28,2005-03-25
4451,Tanin no Kankei,Finished Airing,R+ - Mild Nudity,6.11,3,2022-03-11,False,1994-08-26,1994-10-21
4452,Hoshikuzu Paradise,Finished Airing,PG-13 - Teens 13 or older,5.34,0,2022-03-11,False,1991-07-25,
4454,Macross F: Close Encounter - Deculture Edition,Finished Airing,PG-13 - Teens 13 or older,7.69,7,2022-03-11,False,2007-12-23,
4458,Bavel no Hon,Finished Airing,G - All Ages,5.6,1,2022-03-11,False,1996-10-14,
4459,Ojarumaru,Currently Airing,G - All Ages,6.33,4,2022-03-11,True,1998-10-05,
4460,Kikumana,Finished Airing,PG-13 - Teens 13 or older,5.71,8,2022-03-11,False,2001-07-14,
4461,Kouchou-sensei to Kujira,Finished Airing,G - All Ages,6.08,1,2022-03-11,False,2007-01-01,
4462,Tairiki Tarou no Mucha Shuugyou,Finished Airing,G - All Ages,4.71,1,2022-03-11,False,1928-01-01,
4467,Universe,Finished Airing,G - All Ages,6.45,1,2022-03-11,False,2007-03-21,
4468,Nagagutsu wo Haita Neko no Bouken,Finished Airing,G - All Ages,6.53,4,2022-03-11,False,1992-04-01,1992-09-23
4469,.hack//G.U. Trilogy: Parody Mode,Finished Airing,PG-13 - Teens 13 or older,6.4,10,2022-03-11,False,2008-03-25,
4470,Gene Diver,Finished Airing,PG - Children,,1,2022-03-11,False,1994-04-04,1995-01-24
4471,Shin SOS Dai Tokyo Tankentai,Finished Airing,PG-13 - Teens 13 or older,6.05,3,2022-03-11,False,2007-05-19,
4472,Lucky☆Star: Original na Visual to Animation,Finished Airing,PG-13 - Teens 13 or older,7.8,196,2022-03-11,False,2008-09-26,
4475,Toshi wo Totta Wani,Finished Airing,G - All Ages,6.26,2,2022-03-11,False,2005-03-25,
4476,Gensoumaden Saiyuuki: Kibou no Zaika,Finished Airing,PG-13 - Teens 13 or older,6.92,7,2022-03-11,False,2002-09-19,
4477,Nodame Cantabile: Paris-hen,Finished Airing,PG-13 - Teens 13 or older,8.15,274,2022-03-11,False,2008-10-10,2008-12-19
4481,Saiyuuki,Finished Airing,G - All Ages,6.26,7,2022-03-11,False,1960-08-14,
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,Finished Airing,G - All Ages,7.26,63,2022-03-11,False,2008-07-03,2008-09-25
4484,"Umi no Yami, Tsuki no Kage",Finished Airing,R - 17+ (violence & profanity),5.84,1,2022-03-11,False,1989-10-14,
4485,Kasei Yakyoku,Finished Airing,R+ - Mild Nudity,6.66,6,2022-03-11,False,1989-03-25,1989-09-25
4486,Getter Robo G,Finished Airing,PG-13 - Teens 13 or older,6.5,6,2022-03-11,False,1975-05-15,1976-03-25
4503,Choujikuu Kidan Southern Cross,Finished Airing,R+ - Mild Nudity,6.57,15,2022-03-11,False,1984-04-15,1984-09-30
4504,Kinkyuu Hasshin Saver Kids,Finished Airing,PG-13 - Teens 13 or older,6.41,2,2022-03-11,False,1991-02-19,1992-02-18
4508,D.C.S.S: Da Capo Second Season Omake,Finished Airing,PG-13 - Teens 13 or older,6.57,3,2022-03-11,False,2005-10-05,2006-04-05
4509,Captain Future: Kareinaru Taiyokei Race,Finished Airing,PG-13 - Teens 13 or older,5.97,3,2022-03-11,False,1978-12-31,
4511,Hoero! Bun Bun,Finished Airing,G - All Ages,6.32,2,2022-03-11,False,1980-10-09,1981-07-09
4513,Hakujaden,Finished Airing,G - All Ages,6.14,7,2022-03-11,False,1958-10-22,
4514,Seton Doubutsuki: Kuma no Ko Jacky,Finished Airing,G - All Ages,6.7,5,2022-03-11,False,1977-06-07,1977-12-16
4515,Seton Doubutsuki: Risu no Banner,Finished Airing,G - All Ages,6.58,1,2022-03-11,False,1979-04-07,1979-09-29
4521,Watt Poe to Bokura no Ohanashi,Finished Airing,PG - Children,6.0,0,2022-03-11,False,1988-08-12,
4522,Bounty Hunter: The Hard,Finished Airing,R+ - Mild Nudity,5.75,0,2022-03-11,False,1996-05-01,
4524,Shenmue: The Movie,Finished Airing,PG-13 - Teens 13 or older,5.99,6,2022-03-11,False,2001-09-08,
4531,Dark Cat,Finished Airing,R - 17+ (violence & profanity),3.25,7,2022-03-11,False,1991-11-28,
4532,Taiyou no Yuusha Fighbird,Finished Airing,G - All Ages,6.79,9,2022-03-11,False,1991-02-02,1992-02-01
4533,Uchuu Kazoku Carlvinson,Finished Airing,PG-13 - Teens 13 or older,6.51,9,2022-03-11,False,1988-12-21,
4534,Choujin Locke: Shinsekai Sentai,Finished Airing,PG-13 - Teens 13 or older,5.94,1,2022-03-11,False,1991-08-22,1991-10-24
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,Finished Airing,PG-13 - Teens 13 or older,6.81,330,2022-03-11,False,2008-05-02,2009-05-08
4536,Muteki Robo Trider G7,Finished Airing,G - All Ages,6.33,1,2022-03-11,False,1980-02-02,1981-01-03
4537,Yagami-kun no Katei no Jijou,Finished Airing,PG-13 - Teens 13 or older,6.02,2,2022-03-11,False,1990-05-25,
4540,Gundam: Mission to the Rise,Finished Airing,PG-13 - Teens 13 or older,5.54,3,2022-03-11,False,1998-08-01,
4544,Wanghu Sim Cheong,Finished Airing,G - All Ages,,2,2022-03-11,False,2005-08-12,
4547,RoboDz,Finished Airing,PG - Children,,0,2022-03-11,False,2008-06-02,2008-11-24
4548,Yozakura Quartet,Finished Airing,PG-13 - Teens 13 or older,6.81,204,2022-03-11,False,2008-10-03,2008-12-19
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh,Finished Airing,R - 17+ (violence & profanity),7.12,25,2022-03-11,False,2008-10-03,2008-12-26
4550,Hyakko,Finished Airing,PG-13 - Teens 13 or older,7.24,106,2022-03-11,False,2008-10-02,2008-12-25
4551,Hakushaku to Yousei,Finished Airing,PG-13 - Teens 13 or older,7.23,528,2022-03-11,False,2008-09-29,2008-12-24
4553,Sukima no Kuni no Polta,Finished Airing,G - All Ages,5.84,2,2022-03-11,False,2005-09-15,2007-07-19
4554,Dokkiri Doctor,Finished Airing,PG-13 - Teens 13 or older,6.4,2,2022-03-11,False,1998-10-21,1999-06-23
4563,Bakukyuu Hit! Crash B-Daman,Finished Airing,PG - Children,6.08,9,2022-03-11,False,2006-01-09,2006-12-25
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Finished Airing,R+ - Mild Nudity,8.57,871,2022-03-11,False,2009-04-22,
4566,Prism Ark Specials,Finished Airing,PG-13 - Teens 13 or older,6.04,0,2022-03-11,False,2007-12-21,2008-05-23
4567,Armageddon,Finished Airing,PG-13 - Teens 13 or older,3.91,2,2022-03-11,False,1996-01-19,
4574,Saikyou Robot Daiouja,Finished Airing,PG-13 - Teens 13 or older,6.22,1,2022-03-11,False,1981-01-31,1982-01-30
4578,Time Bokan Oudou Fukko,Finished Airing,R+ - Mild Nudity,6.07,1,2022-03-11,False,1993-11-26,1994-01-01
4581,Shikabane Hime: Aka,Finished Airing,R - 17+ (violence & profanity),7.21,220,2022-03-11,False,2008-10-02,2008-12-25
4584,Topo Gigio,Finished Airing,PG - Children,6.19,3,2022-03-11,False,1988-04-27,1988-09-21
4586,Daisuki! BuBu ChaCha,Finished Airing,G - All Ages,7.05,4,2022-03-11,False,2001-05-10,2001-11-29
4591,Yoiko,Finished Airing,R+ - Mild Nudity,6.23,2,2022-03-11,False,1998-11-06,1999-03-26
4596,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,Finished Airing,R - 17+ (violence & profanity),7.59,45,2022-03-11,False,2008-02-22,
4597,Kouya no Shounen Isamu,Finished Airing,G - All Ages,6.27,3,2022-03-11,False,1973-04-04,1974-03-27
4598,Urikupen Kyuujo-tai,Finished Airing,G - All Ages,,0,2022-03-11,False,1974-09-30,1975-03-29
4599,Tanoshii Willow Town,Finished Airing,PG - Children,6.24,4,2022-03-11,False,1993-10-07,1994-03-31
