id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
43534,Xiao Song Shu Li Fa Shi,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43535,Qi Guai De Shou,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43536,Houzi Diao Yu,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43537,Lao Shu Jia Nu,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43538,Hao Gua Gua,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43539,Lao Zhu Xuan Mao,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43540,Qian……,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43541,Kan Men De Hei Gou,Finished Airing,G - All Ages,,0,2022-03-11,False,1983-01-01,
43542,Zhang Le Tui De Mang Guo,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43543,Guo Qiao,Finished Airing,PG - Children,,0,2022-03-11,False,1983-01-01,
43544,San Shi Liu Ge Zi,Finished Airing,PG - Children,,0,2022-03-11,False,1984-01-01,
43545,Han Niu Yu Mu Tong,Finished Airing,G - All Ages,,0,2022-03-11,False,1984-01-01,
43546,Ma Feng Wo,Finished Airing,G - All Ages,,0,2022-03-11,False,1984-01-01,
43548,Xiao Huli,Finished Airing,PG - Children,,0,2022-03-11,False,1984-01-01,
43550,Yume Miteru Wake ja Nai yo,Finished Airing,G - All Ages,,0,2022-03-11,False,1978-10-05,
43551,Osampo,Finished Airing,G - All Ages,,0,2022-03-11,False,2006-04-01,
43552,Kuailede Shuzi,Finished Airing,PG - Children,,0,2022-03-11,False,1984-01-01,
43555,Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,Finished Airing,PG-13 - Teens 13 or older,7.15,39,2022-03-11,False,2020-10-11,
43556,Tsurune: Kazemai Koukou Kyuudoubu Movie,Not yet aired,PG-13 - Teens 13 or older,,29,2022-03-11,False,2022-08-19,
43561,Otachan!,Currently Airing,None,,24,2022-03-11,True,2020-02-17,
43564,Chu Xi De Gushi,Finished Airing,PG - Children,,0,2022-03-11,False,1984-01-01,
43565,Fire Emblem Heroes Book III Movie：Cohort of the Dead,Finished Airing,PG-13 - Teens 13 or older,6.39,1,2022-03-11,False,2019-07-21,
43566,Soprano Rain,Finished Airing,G - All Ages,,0,2022-03-11,False,2012-12-03,
43567,Oba Ano Omamori,Finished Airing,G - All Ages,,0,2022-03-11,False,2016-02-01,
43568,Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,Finished Airing,PG - Children,6.99,1,2022-03-11,False,2020-11-05,
43569,Xiao Ming Xing,Finished Airing,PG - Children,,0,2022-03-11,False,1984-01-01,
43570,Jia Er Mai Xing,Finished Airing,G - All Ages,,0,2022-03-11,False,1984-01-01,
43571,Huo Tong,Finished Airing,G - All Ages,,0,2022-03-11,False,1984-01-01,
43572,Xiao Xiong Mai Xi Gua,Finished Airing,PG - Children,,0,2022-03-11,False,1984-01-01,
43573,Shi Shi Zi,Finished Airing,G - All Ages,,0,2022-03-11,False,1984-01-01,
43577,Yuan Yuan De Qi Guai Lu Xing,Finished Airing,PG - Children,,0,2022-03-11,False,1985-01-01,
43578,Qiang Zhen Tou,Finished Airing,G - All Ages,,0,2022-03-11,False,1985-01-01,
43579,Cao Ren,Finished Airing,G - All Ages,,0,2022-03-11,False,1985-01-01,
43580,Hai Li Bu,Finished Airing,G - All Ages,,0,2022-03-11,False,1985-01-01,
43581,Da Hua He Xiao Hua,Finished Airing,PG - Children,,0,2022-03-11,False,1985-01-01,
43582,"Wupo, Eyu He Xiao Gu Niang",Finished Airing,PG - Children,,0,2022-03-11,False,1985-01-01,
43583,Jiazi Jiu Lu,Finished Airing,G - All Ages,,0,2022-03-11,False,1985-01-01,
43584,Da Sao Chu,Finished Airing,PG - Children,,0,2022-03-11,False,1985-01-01,
43586,Mei Ya De Laohu,Finished Airing,PG - Children,,0,2022-03-11,False,1985-01-01,
43587,Nu Huo Bu Tian,Finished Airing,G - All Ages,,0,2022-03-11,False,1985-01-01,
43590,Yakusoku (Music),Finished Airing,PG-13 - Teens 13 or older,6.96,5,2022-03-11,False,2020-10-24,
43591,Hetalia World★Stars,Finished Airing,PG-13 - Teens 13 or older,6.84,96,2022-03-11,False,2021-04-01,2021-06-17
43592,Zhong Li,Finished Airing,G - All Ages,,0,2022-03-11,False,1985-01-01,
43593,Lian Sheng San Ji,Finished Airing,G - All Ages,,0,2022-03-11,False,1985-01-01,
43594,Wang,Finished Airing,PG - Children,,0,2022-03-11,False,1985-01-01,
43595,Shui Lu,Finished Airing,PG - Children,,0,2022-03-11,False,1985-01-01,
43596,Xin Zhuang De Men Ling,Finished Airing,G - All Ages,,0,2022-03-11,False,1986-01-01,
43597,Chao Ji Fei Zao,Finished Airing,G - All Ages,,0,2022-03-11,False,1986-01-01,
43598,Ookina Furudokei,Finished Airing,G - All Ages,,0,2022-03-11,False,1962-06-01,
43600,Chuan Shu Zijiu Zhinan: Xian Meng Pian,Not yet aired,R - 17+ (violence & profanity),,38,2022-03-11,False,2022-01-01,
43601,DiSCOVER THE FUTURE,Finished Airing,G - All Ages,,0,2022-03-11,False,2020-10-04,
43602,Ookina Furudokei (1973),Finished Airing,G - All Ages,,0,2022-03-11,False,1973-06-18,
43603,Ookina Furudokei (2002),Finished Airing,G - All Ages,,0,2022-03-11,False,2002-08-02,
43605,Yi Ye Fu Weng,Finished Airing,PG - Children,,0,2022-03-11,False,1986-01-01,
43606,Xiao Cai Feng,Finished Airing,G - All Ages,,0,2022-03-11,False,1986-01-01,
43607,Xiao Tu Tao Tao De Gushi: Bu Pa Leng De Da Yi,Finished Airing,PG - Children,,0,2022-03-11,False,1986-01-01,
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Not yet aired,PG-13 - Teens 13 or older,,3022,2022-03-11,False,2022-04-09,
43609,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,Finished Airing,PG-13 - Teens 13 or older,7.56,408,2022-03-11,False,2021-05-19,
43610,Qi Ren You Tian,Finished Airing,G - All Ages,,0,2022-03-11,False,1986-01-01,
43611,Xin Hulu Xiongdi,Finished Airing,PG - Children,,0,2022-03-11,False,2016-07-06,2017-07-11
43612,Hulu Xiongdi (Movie),Finished Airing,PG - Children,,0,2022-03-11,False,2008-05-27,
43613,Lata Dawang Qiyu Ji,Finished Airing,PG - Children,,0,2022-03-11,False,1987-01-01,
43614,Lata Dawang Qiyu Ji (Movie),Finished Airing,PG - Children,,0,2022-03-11,False,2012-08-17,
43615,Qiao Zai Qi Zhong,Finished Airing,G - All Ages,,0,2022-03-11,False,1987-01-01,
43616,Mayi He Da Xiang,Finished Airing,PG - Children,,0,2022-03-11,False,1987-01-01,
43617,You Qiu Bi Ying,Finished Airing,G - All Ages,,0,2022-03-11,False,1987-01-01,
43619,Xue Shizi,Finished Airing,PG - Children,,0,2022-03-11,False,1987-01-01,
43620,Feixiang De Gezi,Finished Airing,PG - Children,,0,2022-03-11,False,1987-01-01,
43621,Koushin,Finished Airing,G - All Ages,,0,2022-03-11,False,2013-07-04,
43622,Mama Qing Xiuxi,Finished Airing,G - All Ages,,0,2022-03-11,False,1987-01-01,
43623,Laohu Zhuang Ya,Finished Airing,PG - Children,,0,2022-03-11,False,1987-01-01,
43624,Xuanmei Ji,Finished Airing,G - All Ages,,0,2022-03-11,False,1987-01-01,
43625,Yue Dayue Xiang,Finished Airing,PG - Children,,0,2022-03-11,False,1987-01-01,
43626,Jue Shi Wu Hun,Currently Airing,PG-13 - Teens 13 or older,6.82,4,2022-03-11,True,2020-10-25,
43627,Houkiboshi (2012),Finished Airing,G - All Ages,,0,2022-03-11,False,2012-06-04,
43628,Kazaguruma (1996),Finished Airing,G - All Ages,,0,2022-03-11,False,1996-06-01,
43629,Tokyo Babylon 2021,Not yet aired,None,,10,2022-03-11,False,,
43632,Houzi Dian Bianpao,Finished Airing,PG - Children,,0,2022-03-11,False,1987-01-01,
43633,Xiang Hu,Finished Airing,G - All Ages,,0,2022-03-11,False,1986-01-01,
43634,Ying,Finished Airing,G - All Ages,,2,2022-03-11,False,1988-01-01,
43636,Poshui Jie De Chuanshuo,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43637,Yu,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43638,Qiangzhe Shanggou,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43639,Zhui Shu,Finished Airing,PG - Children,,0,2022-03-11,False,1988-01-01,
43640,Douji,Finished Airing,PG - Children,,0,2022-03-11,False,1988-01-01,
43642,Pi Pi De Gushi,Finished Airing,PG - Children,,0,2022-03-11,False,1988-01-01,
43643,Lan Gu,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43644,Bupiao,Finished Airing,PG - Children,,0,2022-03-11,False,,
43646,Xiao E Yu Hong Fangzi,Finished Airing,PG - Children,,0,2022-03-11,False,1988-01-01,
43647,Gudu De Xiao Zhu,Finished Airing,PG - Children,,0,2022-03-11,False,1988-01-01,
43648,Du Mu Qiao,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43649,Zhengzhi,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43650,Jinbi Guo Youji,Finished Airing,PG - Children,,0,2022-03-11,False,1988-01-01,
43651,Anning,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43652,Baxian Yu Tiaozao,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43653,Gao Nuren He Ai Zhangfu,Finished Airing,G - All Ages,,0,2022-03-11,False,1989-01-01,
43654,Yiban Er Wangguo,Finished Airing,PG - Children,,0,2022-03-11,False,1989-01-01,
43655,Lanhua Hua,Finished Airing,G - All Ages,,0,2022-03-11,False,1989-01-01,
43656,Aaron He Lili,Finished Airing,PG - Children,,0,2022-03-11,False,1989-01-01,
43657,Xiao Xiao Huajia,Finished Airing,PG - Children,,0,2022-03-11,False,1989-01-01,
43658,Hong Qiqiu,Finished Airing,PG - Children,,0,2022-03-11,False,1989-01-01,
43659,Ben Gouxiong,Finished Airing,PG - Children,,0,2022-03-11,False,1989-01-01,
43660,Senlin Li De Jin Yueliang,Finished Airing,PG - Children,,0,2022-03-11,False,1989-01-01,
43661,Qiyi De Menggu Ma,Finished Airing,G - All Ages,,0,2022-03-11,False,1989-01-01,
43662,Shuke He Beita,Finished Airing,PG - Children,,0,2022-03-11,False,1989-10-13,
43663,"Senlin, Xiaoniao He Wo",Finished Airing,PG - Children,,0,2022-03-11,False,1990-06-01,
43664,Gudu De Lily,Finished Airing,PG - Children,,0,2022-03-11,False,1990-01-01,
43665,Ai Ni,Finished Airing,G - All Ages,,0,2022-03-11,False,1990-01-01,
43666,Zhong Shu,Finished Airing,G - All Ages,,0,2022-03-11,False,1990-01-01,
43667,Qi Niu Nan Xia,Finished Airing,PG - Children,,0,2022-03-11,False,1990-01-01,
43668,Dongtian Li De Xiaotian Shu,Finished Airing,PG - Children,,0,2022-03-11,False,1990-01-01,
43669,Yīban Er,Finished Airing,PG - Children,,0,2022-03-11,False,1990-01-01,
43670,Xiao Dingzi,Finished Airing,PG - Children,,0,2022-03-11,False,1990-01-01,
43671,Lu He Niu,Finished Airing,G - All Ages,,0,2022-03-11,False,1990-01-01,
43672,Mofang Dasha,Finished Airing,PG - Children,,0,2022-03-11,False,1990-01-01,1994-01-01
43673,Tebie Chedui,Finished Airing,PG - Children,,0,2022-03-11,False,1992-01-01,1993-01-01
43674,Yinshen Tan Zhang,Finished Airing,PG - Children,,0,2022-03-11,False,1993-01-01,1994-01-01
43675,Hong Bizi,Finished Airing,G - All Ages,,0,2022-03-11,False,1993-01-01,1994-01-01
43676,Shi Er Shengxiao,Finished Airing,G - All Ages,,0,2022-03-11,False,1993-01-01,1995-01-01
43677,Zigu Yingxiong Chu Shaonian,Finished Airing,G - All Ages,,0,2022-03-11,False,1995-01-01,1996-01-01
43678,Kuai Yue Jia Jia Che,Finished Airing,PG - Children,,0,2022-03-11,False,1997-01-01,
43679,Xingxing Tan Zhang,Finished Airing,PG - Children,,0,2022-03-11,False,1997-01-01,
43680,Xiao Jingling Hui Dou,Finished Airing,PG - Children,,0,2022-03-11,False,1999-01-01,
43681,Dahong Ying,Finished Airing,PG - Children,,0,2022-03-11,False,1997-01-01,1998-01-01
43682,Koneko no Byouki,Finished Airing,G - All Ages,,0,2022-03-11,False,1963-06-01,
43683,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,Finished Airing,PG-13 - Teens 13 or older,7.58,89,2022-03-11,False,2020-07-15,
43684,Semi wa Magic Cube,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,2018-08-01,2019-02-07
43688,Kumo,Finished Airing,G - All Ages,,0,2022-03-11,False,1997-12-02,
43689,Boku no Nikkichou,Finished Airing,G - All Ages,,0,2022-03-11,False,1982-06-01,
43690,Tenkuu Shinpan,Finished Airing,R - 17+ (violence & profanity),6.78,1570,2022-03-11,False,2021-02-25,
43691,Kageki Shoujo!!,Finished Airing,PG-13 - Teens 13 or older,7.82,387,2022-03-11,False,2021-07-04,2021-09-26
43692,Gokushufudou,Finished Airing,PG-13 - Teens 13 or older,7.13,1916,2022-03-11,False,2021-04-08,
43693,Thermae Romae Novae,Not yet aired,None,,6,2022-03-11,False,2022-03-28,
43694,Rilakkuma to Yuuenchi,Not yet aired,PG - Children,,4,2022-03-11,False,2022-01-01,
43696,Bad Mood,Finished Airing,None,,0,2022-03-11,False,2020-10-20,
43697,Yasuke,Finished Airing,R - 17+ (violence & profanity),5.79,221,2022-03-11,False,2021-04-29,
43702,Doraon Yeongung Hong Gildong,Finished Airing,PG - Children,,0,2022-03-11,False,1995-12-24,
43703,Hong Gildong Janggun,Finished Airing,PG - Children,,0,2022-03-11,False,1969-07-22,
43704,Tomato Confit,Finished Airing,G - All Ages,,1,2022-03-11,False,2012-01-01,
43711,Juunenbun no Watashi e,Finished Airing,G - All Ages,6.21,0,2022-03-11,False,2020-10-25,
43712,Tell the Story to You,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2020-10-10,2021-03-13
43722,Ai wo Komete,Finished Airing,G - All Ages,5.74,1,2022-03-11,False,2015-04-08,
43727,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",Finished Airing,G - All Ages,5.55,4,2022-03-11,False,2020-11-07,2020-11-14
43729,Semi wa Magic Cube 2nd Season,Finished Airing,PG-13 - Teens 13 or older,,3,2022-03-11,False,2020-03-30,2020-05-26
43735,Cue!,Currently Airing,PG-13 - Teens 13 or older,6.32,90,2022-03-11,True,2022-01-08,
43739,Idol Shin'eitai,Finished Airing,None,,0,2022-03-11,False,2020-09-09,
43741,Getter Robo Arc,Finished Airing,None,6.13,25,2022-03-11,False,2021-07-04,2021-09-26
43744,Senki Zesshou Symphogear G: Waikyou Shenshoujing,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2014-03-01,
43745,Attack Zero x Evangelion,Finished Airing,G - All Ages,5.25,5,2022-03-11,False,2020-11-02,
43746,Hamigaki Ondo,Finished Airing,G - All Ages,,0,2022-03-11,False,1992-08-04,
43751,"Ayanami Rei, Hajimete no Kuchibeni",Finished Airing,G - All Ages,5.71,3,2022-03-11,False,2020-11-03,
43755,Misaki no Mayoiga,Finished Airing,None,,10,2022-03-11,False,2021-08-27,
43756,Bakuten!!,Finished Airing,PG-13 - Teens 13 or older,7.58,792,2022-03-11,False,2021-04-09,2021-06-25
43760,Hikari no Ou,Not yet aired,None,,0,2022-03-11,False,,
43761,Nemui Inu,Finished Airing,G - All Ages,,0,2022-03-11,False,2014-02-02,
43762,Hula Fulla Dance,Finished Airing,None,,4,2022-03-11,False,2021-12-03,
43763,Cestvs: The Roman Fighter,Finished Airing,PG-13 - Teens 13 or older,5.97,82,2022-03-11,False,2021-04-15,2021-06-24
43767,Night Head 2041,Finished Airing,R - 17+ (violence & profanity),6.59,300,2022-03-11,False,2021-07-15,2021-09-30
43768,Gifts,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-08-01,
43769,OTMGirls no Yokiyoki Channel,Currently Airing,G - All Ages,,1,2022-03-11,True,2020-09-02,
43771,Vazzrock The Animation,Not yet aired,None,,3,2022-03-11,False,2022-01-01,
43772,Hua Jianghu: Xia Lan,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,2018-01-26,2018-10-26
43774,Sherlock Holmes to Watson Hakase,Finished Airing,G - All Ages,,0,2022-03-11,False,1975-12-02,
43775,Penguin Minna Kyoudai 2020,Finished Airing,G - All Ages,,0,2022-03-11,False,2020-04-30,
43778,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,Finished Airing,PG - Children,,4,2022-03-11,False,2021-04-02,2021-10-22
43779,Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,Finished Airing,PG-13 - Teens 13 or older,6.42,37,2022-03-11,False,2019-11-25,2019-12-02
43780,Sumikko Gurashi Movie 2,Finished Airing,G - All Ages,,0,2022-03-11,False,2021-11-05,
43787,Ohirune no Yurikago,Finished Airing,G - All Ages,,0,2022-03-11,False,1995-12-01,
43794,Bihua Li De Gushi,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43795,Diao Longji,Finished Airing,G - All Ages,,0,2022-03-11,False,1959-01-01,
43796,Shihang,Finished Airing,G - All Ages,,0,2022-03-11,False,1976-01-01,
43797,Shan Ya Zi,Finished Airing,G - All Ages,,0,2022-03-11,False,1978-01-01,
43798,Liang Zhi Xiao Kongque,Finished Airing,G - All Ages,,0,2022-03-11,False,1978-01-01,
43799,Kongque De Yanhuo,Finished Airing,G - All Ages,,0,2022-03-11,False,1982-01-01,
43800,Xiao Dan Ke,Finished Airing,PG - Children,,0,2022-03-11,False,1986-01-01,
43801,Bang Jin Mei Duo,Finished Airing,G - All Ages,,0,2022-03-11,False,1988-01-01,
43802,Effendi De Gushi: Zhong Jinzi,Finished Airing,G - All Ages,,0,2022-03-11,False,1979-01-01,
43803,Da Daozei,Finished Airing,G - All Ages,,0,2022-03-11,False,1989-01-01,1990-01-01
43804,Xiyou Ji: Wu Jian Baobei,Finished Airing,G - All Ages,,0,2022-03-11,False,1989-01-01,
43805,Wo Cuole,Finished Airing,PG - Children,,0,2022-03-11,False,1990-01-01,
43806,Yisheng Yu Huangdi,Finished Airing,G - All Ages,,1,2022-03-11,False,1990-01-01,
43807,San,Finished Airing,G - All Ages,,0,2022-03-11,False,1991-01-01,
43808,Jing Hua Yuan,Finished Airing,G - All Ages,,0,2022-03-11,False,1991-01-01,
43809,Kuaile De Mai Mai Ti,Finished Airing,G - All Ages,,0,2022-03-11,False,1991-01-01,
43810,Meijian Chi,Finished Airing,G - All Ages,,0,2022-03-11,False,1991-01-01,
43814,Deatte 5-byou de Battle,Finished Airing,R - 17+ (violence & profanity),6.82,753,2022-03-11,False,2021-07-13,2021-09-28
43816,Yeban Guai Sheng,Finished Airing,PG - Children,,0,2022-03-11,False,1991-01-01,
43817,Zhi Dou Wuya,Finished Airing,PG - Children,,0,2022-03-11,False,1991-01-01,
43818,Zi Zuo Zi Shou,Finished Airing,G - All Ages,,0,2022-03-11,False,1991-01-01,
43819,"Zuiba, Erduo He Yanjing",Finished Airing,G - All Ages,,0,2022-03-11,False,1991-01-01,
43820,Dong Dong He Gua Gua,Finished Airing,PG - Children,,0,2022-03-11,False,,
43821,Lianhua Gongzhu,Finished Airing,PG - Children,,0,2022-03-11,False,,
43822,Xiao Huangyou De Gushi,Finished Airing,PG - Children,,0,2022-03-11,False,,
43823,Da Qiqiu,Finished Airing,PG - Children,,0,2022-03-11,False,,
43824,Chuntian Li De Xiaotian Shu,Finished Airing,PG - Children,,0,2022-03-11,False,,
43825,Jingquan Jiuhu Dui,Finished Airing,PG - Children,,0,2022-03-11,False,,
43826,Kaixin Guo,Finished Airing,PG - Children,,0,2022-03-11,False,,
43827,Xiao Heshang Zhi Youfangseng,Finished Airing,PG - Children,,0,2022-03-11,False,,
43828,Lu Nu,Finished Airing,PG - Children,,0,2022-03-11,False,,
43829,Hu Seng,Finished Airing,PG - Children,,0,2022-03-11,False,,
43830,Jiao Jiao Yu Jing Jing,Finished Airing,PG - Children,,0,2022-03-11,False,,
43831,Da Senlin Li De Xiao Gushi,Finished Airing,PG - Children,,0,2022-03-11,False,,
43832,Xiyou Man Ji,Finished Airing,PG - Children,,0,2022-03-11,False,,
43833,Xin Xiyou Man Ji,Finished Airing,PG - Children,,0,2022-03-11,False,,
43834,Baixue Gongzhu Yu Gingwa Wangzi,Finished Airing,PG - Children,,0,2022-03-11,False,,
43835,Bai Niao Yi,Finished Airing,PG - Children,,0,2022-03-11,False,,
43836,Boshi Wa De Gushi: Dou Bianselong,Finished Airing,PG - Children,,0,2022-03-11,False,,
43837,Riyuetan,Finished Airing,PG - Children,,0,2022-03-11,False,,
43838,Shenma Yu Yaodao,Finished Airing,PG - Children,,0,2022-03-11,False,,
43839,Die Shuangfei,Finished Airing,PG - Children,,0,2022-03-11,False,,
43840,Huan You Diqiu Bashi Tian,Finished Airing,PG - Children,,0,2022-03-11,False,,
43841,Matouqin De Gushi,Finished Airing,PG - Children,,0,2022-03-11,False,,
43842,He De Chuanshuo,Finished Airing,PG - Children,,0,2022-03-11,False,,
43843,Renshen Wangguo,Finished Airing,PG - Children,,0,2022-03-11,False,,
43844,Shen Di,Finished Airing,PG - Children,,0,2022-03-11,False,,
43845,Yao Shu Yu Songshu,Finished Airing,PG - Children,,0,2022-03-11,False,,
43846,Hong Shi Feng,Finished Airing,PG - Children,,0,2022-03-11,False,,
43847,Huoba Jie,Finished Airing,PG - Children,,0,2022-03-11,False,,
43848,Kuerlei Xiang Li,Finished Airing,PG - Children,,0,2022-03-11,False,,
43849,Poshui Jie,Finished Airing,PG - Children,,0,2022-03-11,False,,
43850,Mie Yao Ji,Finished Airing,PG - Children,,0,2022-03-11,False,,
43851,Xue Hu,Finished Airing,PG - Children,,0,2022-03-11,False,,
43852,Shier Shengxiao QuanJiafu,Finished Airing,None,,0,2022-03-11,False,,
43853,"Ouch, mother!",Finished Airing,PG - Children,,0,2022-03-11,False,2000-06-01,
43854,Guai Cheng,Finished Airing,PG - Children,,0,2022-03-11,False,2002-06-20,
43855,Yazi Zhentan,Finished Airing,PG - Children,,0,2022-03-11,False,,
43856,Zhongdian Fuzi,Finished Airing,PG - Children,,0,2022-03-11,False,,
43857,Xiao Caomao,Finished Airing,PG - Children,,0,2022-03-11,False,,
43858,Shier Shengxiao Guanjiafu Zhi Wangluo Shijie Lixian,Finished Airing,PG - Children,,0,2022-03-11,False,,
43859,Fengchen Xiao Youxia,Finished Airing,PG - Children,,0,2022-03-11,False,,
43860,Hong Haier Chuanqi,Finished Airing,None,,0,2022-03-11,False,,
43861,Jia You Kaixin Guo,Finished Airing,PG - Children,,0,2022-03-11,False,,
43863,Bravo Dong Dong,Finished Airing,PG - Children,,0,2022-03-11,False,2004-10-01,
43864,Caibao Xiao Huli,Finished Airing,PG - Children,,0,2022-03-11,False,,
43865,Feilong Tian Jiang,Finished Airing,PG - Children,,0,2022-03-11,False,,
43866,Shui De Zhangfu Li De Zui Yuan,Finished Airing,PG - Children,,0,2022-03-11,False,,
43867,Huíxiang,Finished Airing,G - All Ages,,0,2022-03-11,False,,
43868,Baiyu Tang,Finished Airing,PG - Children,,0,2022-03-11,False,,
43871,Mogui Xinpian,Finished Airing,PG - Children,,0,2022-03-11,False,,
43872,Tu Hongse De Luotuo,Finished Airing,PG - Children,,0,2022-03-11,False,,
43874,Sheng Jian,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,,
43875,Bai Ge Dao,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,,
43876,Chaoji Qiumi,Finished Airing,G - All Ages,,0,2022-03-11,False,,
43877,Da Yingxiong Diqing,Finished Airing,G - All Ages,,0,2022-03-11,False,,
43878,Miko no Tsutome!,Finished Airing,PG-13 - Teens 13 or older,6.37,13,2022-03-11,False,2018-12-07,2019-02-08
